idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude
3756,PUNTOS DE MEDIDA URBANOS,44027,C/. Alcal· - San Romualdo-Miguel Yuste,447716192997787.00,447133179017174.00,31,3.5340192286871,-1.0719303332558
5928,PUNTOS DE MEDIDA URBANOS,44030,Av. Daroca  - Virgen de la AlegrÌa-Ricardo Ortega,447601420045132.00,444255859412226.00,31,6.4726988305639,-1.4550528888320
5929,PUNTOS DE MEDIDA URBANOS,44031,C/. J.M¬™. Fern·ndez Lanseros  - Av. Daroca-Alcal·,44760004724513.00,444347712191502.00,31,3.9993818832418,1.1841359129772
3644,PUNTOS DE MEDIDA URBANOS,44022,C/. Alcal· - Mateo GarcÌa-San Gumersindo,447618978948144.00,444863094383496.00,31,-6.7923835404835,1.4791530277584
5957,PUNTOS DE MEDIDA URBANOS,45011,C/. Hermanos GarcÌa Noblejas - Pobladura del Valle-Av. Arcentales,447512830277405.00,446896270898477.00,31,4.1011607265879,-2.0001282337881
5958,PUNTOS DE MEDIDA URBANOS,45012,C/. Hermanos GarcÌa Noblejas - Fco. Largo Caballero-Pobladura del Valle,447506132024528.00,446912543314809.00,31,-4.2980476811081,-5.6138678717591
6000,PUNTOS DE MEDIDA URBANOS,45407,C/. Hermanos GarcÌa Noblejas - Esculano-Castillo de UclÈs,447544044554142.00,446722079486043.00,31,-4.5187134387493,-8.0227422134283
6001,PUNTOS DE MEDIDA URBANOS,45408,C/. Gandhi - JosÈ Arcones Gil-Hermanos GarcÌa Noblejas,447544252346122.00,446680834414893.00,31,-5.1210963247442,-1.1343852233909
6002,PUNTOS DE MEDIDA URBANOS,45409,C/. Castillo de UclÈs - Castillo de Oropesa-Hermanos GarcÌa Noblejas,447547126965347.00,446732410490453.00,31,-2.4262556405807,-7.6725123228125
6003,PUNTOS DE MEDIDA URBANOS,45410,C/. Paredes de Nava - Idioma Esperanto-Hermanos GarcÌa Noblejas,447480409914157.00,44702742582373.00,31,-5.6079435240252,1.3570618473481
6004,PUNTOS DE MEDIDA URBANOS,45411,C/. Hermanos GarcÌa Noblejas - Versalles-Aquitania,447442267493146.00,447275324828252.00,31,-1.3364887420819,-4.4573527884866
6012,PUNTOS DE MEDIDA URBANOS,46004,C/. Arturo Soria - Navarro Amandi-LÛpez de Hoyos,447918782495531.00,444128052977052.00,31,5.9673089673757,1.6887164525313
6013,PUNTOS DE MEDIDA URBANOS,46005,C/. Arturo Soria - Santo √Ångel-LÛpez de Hoyos,44790789494678.00,444238698629279.00,31,-3.9465227797145,-9.6391088373761
6014,PUNTOS DE MEDIDA URBANOS,46006,C/. Arturo Soria - LÛpez de Hoyos-Santo √Ångel,447900434311732.00,444277565154156.00,31,1.3622532034399,-4.5011215537095
6010,PUNTOS DE MEDIDA URBANOS,46002,C/. Arturo Soria - Emeterio CastaÒos-Allende Salazar,447939051167657.00,443863657648166.00,31,-4.4374460802952,-1.0026891932427
6011,PUNTOS DE MEDIDA URBANOS,46003,C/. Arturo Soria - Emilio Rubin-Pablo Vidal,44792893689606.00,443974631719528.00,31,-9.6979287868882,2.1275038076667
6036,PUNTOS DE MEDIDA URBANOS,46029,C/. LÛpez de Hoyos - LÛpez de Hoyos-Ctra. Canillas,447970436171164.00,444424969377711.00,31,-4.3004683149712,6.7888808397044
6040,PUNTOS DE MEDIDA URBANOS,46034,C/. Torrelaguna  - Sorzano-Acceso M30,447823411290599.00,444188719212723.00,31,3.7895475979066,-1.1283525786521
6072,PUNTOS DE MEDIDA URBANOS,47011,Cta. Sagrado CorazÛn  - Sta. MarÌa Magdalena-Arturo Soria,447999112371005.00,443523526736162.00,31,-4.9870115526068,-1.2222309091142
6073,PUNTOS DE MEDIDA URBANOS,47012,C/. Ramonet - Mesena-Arturo Soria,448024113958278.00,443675722467319.00,31,-5.6954834994473,-1.2810411199060
6070,PUNTOS DE MEDIDA URBANOS,47009,C/. Arturo Soria  - Cultura-Dalia,448136432052258.00,443477776699938.00,31,1.3655750536334,-2.9878812539736
3831,PUNTOS DE MEDIDA URBANOS,47037,C/. Dalia  - Arturo Soria-Dalia,448144221937719.00,443563502692983.00,31,4.0155815718908,-3.4995287196952
6099,PUNTOS DE MEDIDA URBANOS,47039,C/. Bacares - Cuevas de Almanzora-Golfo de SalÛnica,44812374536037.00,443791130076397.00,31,-2.6489521215158,8.2091786528201
6107,PUNTOS DE MEDIDA URBANOS,47404,C/. Alonso Saavedra - Mesena-Arturo Soria,448033268699157.00,443610793286774.00,31,-4.2119223879472,-1.2364720653263
3430,PUNTOS DE MEDIDA URBANOS,47405,C/. Manuel Uribe - Mesena-Arturo Soria,447971620178373.00,443741758616978.00,31,1.7472668793048,-5.6568236514031
3777,PUNTOS DE MEDIDA URBANOS,47406,C/. AÒastro  - Burgo de Osma-Mesena,448008258204373.00,44387796758013.00,31,1.8521271693541,-4.0514874296177
6108,PUNTOS DE MEDIDA URBANOS,47407,C/. Golfo de SalÛnica  - Espliego-San Luis,448090054991708.00,443700325940897.00,31,-8.5510353269171,-2.8004560609594
6109,PUNTOS DE MEDIDA URBANOS,47408,C/. Mesena  - Eladio LÛpez Vilches-Av. San Luis,448084968927953.00,443711451574543.00,31,-4.6357364049473,1.3466897209191
6149,PUNTOS DE MEDIDA URBANOS,53019,Av. MarquÈs de Corbera  - Santa Prisca-Av. Daroca,447562571141923.00,445014846176022.00,31,7.8426299590860,1.7264187998855
6150,PUNTOS DE MEDIDA URBANOS,53020,C/. Ascao - Emilio Ferrari-Luis RuÌz,447595522790798.00,445864187216804.00,31,-1.2572224601664,-2.7427533714614
6151,PUNTOS DE MEDIDA URBANOS,53021,C/. JosÈ Luis Arrese  - JosÈ Luis Arrese- MarÌa Teresa S·enz de Heredia,447495978785855.00,444540117460809.00,31,-8.6617444167242,-2.3639256232371
6158,PUNTOS DE MEDIDA URBANOS,53028,Av. Daroca - Av. Francisco Largo Caballero-Lago Constanza,447546308445143.00,445410980636895.00,31,7.9073947590881,-2.1835639378785
6187,PUNTOS DE MEDIDA URBANOS,53409,C/. Francisco Villaespesa - Ezequiel Solana-Ber·stegui,447583562916072.00,445595266146422.00,31,-1.2886241188328,-3.0109275873796
6213,PUNTOS DE MEDIDA URBANOS,54026,C/. Calahorra  - Calahorra-P∫ Artilleros,447339294526878.00,448292336591315.00,31,-4.5135270329929,-9.9461548184014
6256,PUNTOS DE MEDIDA URBANOS,55044,Ctra. Canillas - Matapozuelos-Pegaso,447954642821347.00,445012906023227.00,31,-1.0184798443135,-3.3865381748450
6280,PUNTOS DE MEDIDA URBANOS,55410,Gta. Yucat·n - Salida a A-2-Puente Felipe Juvara,447818411945452.00,446972555521711.00,31,2.8618690051498,-8.8901526464054
