idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude
4357,PUNTOS DE MEDIDA URBANOS,17025,Ferraz S-N - Benito Gutierrez-Romero Robledo,447648244087804.00,439173869441151.00,31,5.3354172669398,-1.4747467149937
4395,PUNTOS DE MEDIDA URBANOS,18022,San Bernardo S-N - Luna-Travesia Cruz Verde,447518552490274.00,440094814928778.00,31,1.7951956410936,-5.7270713925988
5130,PUNTOS DE MEDIDA URBANOS,18023,Alberto Aguilera E-O - Guzm·n el Bueno-AndrÈs Mellado,447599404665994.00,439501127546066.00,31,3.4295676275689,7.7027756940720
4397,PUNTOS DE MEDIDA URBANOS,18301, Gta. Ruiz JimÈnez E-O(Delante G. 2) -  Gta. Ruiz JimÈnez E-O(Delante G. 2),447589624286002.00,440212843497667.00,31,3.1510659583907,-6.7774496795441
4403,PUNTOS DE MEDIDA URBANOS,19001,Fern·ndez de los Rios. 12 O-E - Vallehermoso-Bravo Murillo,447647943280808.00,440270968214132.00,31,-4.0833888233915,-6.2133889131899
4406,PUNTOS DE MEDIDA URBANOS,19004,Fuencarra. 146 S-N - Gonzalo de CÛrdoba-Gta. Quevedo),447621540932674.00,440409583710336.00,31,-7.8218070041022,1.8336884713075
3622,PUNTOS DE MEDIDA URBANOS,21013, JosÈ Abascal. 44 O-E - Fern·ndez de la Hoz-Zurbano,447682987998927.00,441238532981264.00,31,1.6991483604002,3.8947781618414
4448,PUNTOS DE MEDIDA URBANOS,21026,Miguel Angel S-N - Rafael Calvo-Gral. MartÌnez Campos,447638476207704.00,441480107720797.00,31,1.2698465043124,2.8112360389348
4449,PUNTOS DE MEDIDA URBANOS,21027,Miguel Angel N-S - Rafael Calvo-Eduardo Dato,447636259119622.00,441474238277785.00,31,-1.5040436906713,3.8753451373049
4450,PUNTOS DE MEDIDA URBANOS,21028,Eduardo Dato. 4 O-E - Fern·ndez de la Hoz-Zurbano,447623572594609.00,441183299483824.00,31,6.6426552092779,-1.8401798063826
4451,PUNTOS DE MEDIDA URBANOS,21031, Garcia Paredes E-O - Castellana-Miguel Angel,44766448494275.00,441506638229491.00,31,4.0263634871245,-4.9895013085831
4452,PUNTOS DE MEDIDA URBANOS,21032,Gral. MartÌnez Campos E-O - Emilio Castelar-Miguel Angel,447649994673566.00,441601044092697.00,31,1.8489819068592,4.2328007534663
4435,PUNTOS DE MEDIDA URBANOS,21012,Santa Engracia. 118 S-N - Breton de los Herreros-Rios Rosas,447704133992398.00,440663257442811.00,31,-1.0874991623458,-3.5859062758719
3396,PUNTOS DE MEDIDA URBANOS,23012,Cea Berm˙dez E-O - San Gabriel-San Francisco de Sales,447696384030125.00,439354470837392.00,31,4.4857906779203,9.7766372979360
4589,PUNTOS DE MEDIDA URBANOS,33005,P∫ Castellana S-N - JosÈ Vasconcelos-Padre Fco.Palau y Quer,448072480875408.00,441872792373297.00,31,4.7805646467691,-1.3750708672691
4596,PUNTOS DE MEDIDA URBANOS,33012,Sinesio Delgado E-O - Carlos III-Magnolia,448087073822056.00,441578983313459.00,31,4.0824204772082,-5.6427470964070
4597,PUNTOS DE MEDIDA URBANOS,33013,Sinesio Delgado E-O - Salida T˙nel,448086465752064.00,441574543394181.00,31,2.1661223304226,4.9390696943464
4625,PUNTOS DE MEDIDA URBANOS,34006, Lopez de Hoyos E-O - Juan B. Toledo-Cartagena,447738159614239.00,442832595249912.00,31,-4.2076621019695,1.2319646246079
4629,PUNTOS DE MEDIDA URBANOS,34011,LÛpez de Hoyos. 188 O-E - Clara del Rey-Pantoja,447782808589845.00,443347740197553.00,31,3.8356861122473,9.3586249136510
4630,PUNTOS DE MEDIDA URBANOS,34012,LÛpez de Hoyos. 149 E-O - Ramos CarriÛn-Clara del Rey,447789066172865.00,443402737710247.00,31,-2.8053339867290,6.3884836332507
4668,PUNTOS DE MEDIDA URBANOS,35031,Av.Bruselas S-N - Brescia-Av.Bruselas,447680348757674.00,443840987221661.00,31,1.1580018697547,2.7024665784962
4671,PUNTOS DE MEDIDA URBANOS,35034,Av.Bonn E-O - Av.Brasilia-Av.Bruselas,447684874921174.00,443967234681141.00,31,3.9490583270651,1.0618311714439
5455,PUNTOS DE MEDIDA URBANOS,60008,P∫Castellana S-N - Pl.Lima-Hermanos PinzÛn,447822373988736.00,441523502534745.00,31,7.1175798940454,-1.6797239278795
5456,PUNTOS DE MEDIDA URBANOS,60009,P∫Castellana N-S - Gral.PerÛn-Raimundo Fdez.Villaverde,447791555723565.00,441498375864706.00,31,-8.2131186261837,-2.6710843762302
5458,PUNTOS DE MEDIDA URBANOS,60011,P∫Castellana S-N - Jorge Manrique-Carbonero y Sol,447749951416492.00,441481304493749.00,31,2.4741476080447,-5.3423560128381
5490,PUNTOS DE MEDIDA URBANOS,60044,General PerÛn O-E - General MoscardÛ-Montevideo,447841012895222.00,44106557748031.00,31,2.9743089062523,-6.4157281932985
5494,PUNTOS DE MEDIDA URBANOS,60048,Presidente Carmona N-S - M·rtires de Paracuellos-Gral.PerÛn,447848912644913.00,440986076823021.00,31,1.9801820462237,4.3018859246031
5560,PUNTOS DE MEDIDA URBANOS,61048,Costa Rica E-O - Puerto Rico-Chile(Lateral),447908746851758.00,442889670156623.00,31,9.5267859152307,3.1465304840918
3642,PUNTOS DE MEDIDA URBANOS,61050,Colombia E-O - Chile-Principe de Vergara,447892110625746.00,442794016021441.00,31,7.6037991469999,2.4413023814851
5621,PUNTOS DE MEDIDA URBANOS,61117,Paraguay S-N - Costa Rica-Alfonso XIII,447923985553044.00,443160000711501.00,31,4.3106351901345,7.3647063732514
3662,PUNTOS DE MEDIDA URBANOS,61118,Torpedero Tucum·n N-S - Trav. Encina-Alfonso XIII,447929338961458.00,442975843822141.00,31,2.8996224156992,7.1782364955412
7088,PUNTOS DE MEDIDA URBANOS,61119,Acceso M-30 S-E(Superficie) - M-30 Sur-Pl.JosÈ M™Sole,447925069436537.00,443535922344631.00,31,1.4891036513623,-4.8816960584783
6981,PUNTOS DE MEDIDA URBANOS,61124,Costa Rica O-E(T˙nel) - Principe de Vergara-Puerto Rico,447907810281896.00,44280749115372.00,31,-4.1174131651995,-5.4741822268712
5582,PUNTOS DE MEDIDA URBANOS,61125,Alberto Alcocer E-O(T˙nel) - Bolivia-VÌctor AndrÈs Belaunde,447909785525564.00,44260015387234.00,31,2.0576065338636,6.5295325162981
3452,PUNTOS DE MEDIDA URBANOS,61701,Principe de Vergara N-S (ES21) - Alberto Alcocer-Potosi,447896714758408.00,442708911731932.00,31,1.0882922795912,-3.6055114218416
5589,PUNTOS DE MEDIDA URBANOS,61081,Alfonso XIII O-E - Ricardo Calvo-Pl.JosÈ M™Soler,447922417231791.00,443355192563384.00,31,4.2147865644364,9.1511021446742
3663,PUNTOS DE MEDIDA URBANOS,62004,Bravo Murillo N-S - Azucenas-Conde Vallellano,447956800308055.00,441006469181086.00,31,-4.0328434131974,-5.3235337491413
3790,PUNTOS DE MEDIDA URBANOS,62036,Orense S-N - Huesca-General Yag¸e,447898222760579.00,441220911982794.00,31,9.7159080619682,2.1179038307738
5660,PUNTOS DE MEDIDA URBANOS,62044,General Yag¸e E-O - Capit·n Haya-Orense,447884488552459.00,441329535509951.00,31,-1.5768603292541,4.0464857071553
5661,PUNTOS DE MEDIDA URBANOS,62045,Pedro Teixeira E-O - Av.del Brasil-Orense,447870919174902.00,4412768068981.00,31,6.6198680421006,-2.0467999667801
5653,PUNTOS DE MEDIDA URBANOS,62038,Infanta Mercedes N-S - OÒate-Rosa Silva,447962040123741.00,441290489423863.00,31,-5.2613804115213,-1.4119247806759
5654,PUNTOS DE MEDIDA URBANOS,62039,Infanta Mercedes S-N - Pedro Villar-Pl.Angel Carbajo,447945222071173.00,441160813199535.00,31,3.8178272505775,-1.9480785950427
5656,PUNTOS DE MEDIDA URBANOS,62041,Francisco Gerv·s E-O - Capit·n Haya-Orense,447934415312847.00,441348032466971.00,31,1.4028270406073,3.0540252538685
5659,PUNTOS DE MEDIDA URBANOS,62043,Sor Angela de la Cruz E-O - Capit·n Haya-Orense,447917153122844.00,441335737474547.00,31,8.9616115458261,-2.4120930864809
3667,PUNTOS DE MEDIDA URBANOS,62047,General Yag¸e O-E - Lazaga-Infanta Mercedes,447890925231261.00,440856744687967.00,31,-4.3467100972662,9.7530503831443
5768,PUNTOS DE MEDIDA URBANOS,97011,Ctra. A-6 N-S(Lateral) (Entrada a Gta.Cardenal Cisneros) - Paul Guinard - Gta.Cardenal Cisneros,447708269885227.00,438393167138973.00,31,3.7863639034714,3.2510170592227
5843,PUNTOS DE MEDIDA URBANOS,41034,Av. Albufera - Av. Albufera-M-40,447089141411849.00,446262624926335.00,31,-7.2905443842837,-2.0354685400127
5850,PUNTOS DE MEDIDA URBANOS,41042,Av. Albufera - Sierra Carbonera-Puerto Pajares,44720729857466.00,443767196761168.00,31,1.5617838108622,3.6115426810878
5916,PUNTOS DE MEDIDA URBANOS,44010,C/. Alcal· - Lago Constanza-Ezequiel Solana,447624693601573.00,445153408136299.00,31,2.9349796005455,-7.3068535515678
5940,PUNTOS DE MEDIDA URBANOS,44042,C/. Hermanos Garcia Noblejas  - Caunedo-Alcal·,447666883897891.00,446057768436634.00,31,7.9281567964597,-2.1934791590888
5988,PUNTOS DE MEDIDA URBANOS,45043,C/. Gandhi - Hermanos GarcÌa Noblejas-JosÈ Arcones Gil,447543269024788.00,446653871621971.00,31,7.7015160575096,-2.1411963184837
6667,PUNTOS DE MEDIDA M-30,PM10754,PM10754,447482125789118.00,443656305618329.00,31,5.1325168542621,-1.1149171213432
6112,PUNTOS DE MEDIDA URBANOS,47412,Av. San Luis  - Eladio LÛpez Vilches-Cuevas Almanzora,448074397642936.00,443871386494508.00,31,6.4413472805040,-1.9574357541405
6119,PUNTOS DE MEDIDA URBANOS,52007,Camino Vinateros - Av. Moratalaz-CaÒada,447335065871692.00,445412054911942.00,31,4.0890908277860,3.3751288780802
6173,PUNTOS DE MEDIDA URBANOS,53047,Av. Daroca - Av. Daroca-Francisco Largo Caballero,447505781637869.00,44596463258912.00,31,3.4128601459995,7.4364311258342
6174,PUNTOS DE MEDIDA URBANOS,53048,Av. Daroca  - Av. Daroca-Francisco Largo Caballero,447518548859589.00,445782843179486.00,31,4.0225610534229,3.3338970330801
6176,PUNTOS DE MEDIDA URBANOS,53050,C/. Francisco Largo Caballero  - JosÈ Arcones Gil-Av. Daroca,447512934027009.00,446292710152576.00,31,-2.6210591044611,-8.2045295128447
6171,PUNTOS DE MEDIDA URBANOS,53045,C/. Francisco Villaespesa  - Lago Constanza-Ledesma,447579685269023.00,445293137125381.00,31,-8.6596012984254,-1.9065321873232
6172,PUNTOS DE MEDIDA URBANOS,53046,C/. Ledesma  - Ledesma-Francisco Villaespesa,447572959669552.00,445255735212651.00,31,-6.4191263104630,-1.9390351825282
6273,PUNTOS DE MEDIDA URBANOS,55403,C/. Emigrantes - Trefacio-Tribaldos,44799828622525.00,446126296835361.00,31,-2.0667762460274,-4.7725684897648
6326,PUNTOS DE MEDIDA URBANOS,56402,Acceso M-40 - M-40-Gregorio S·nchez Herr·ez,448105336178768.00,4459877633317.00,31,-5.3427389240000,-1.2920409473684
6367,PUNTOS DE MEDIDA URBANOS,59013,C/. Hermanos de Pablo    - Alcal·-Germ·n PÈrez Carrasco,447647527910969.00,445457441087165.00,31,8.5009684934910,-2.3313234475204
3431,PUNTOS DE MEDIDA URBANOS,64028,C/. Toscana - Aquitania-Av. Guadalajara,447489036912313.00,448151321098781.00,31,7.1749717183937,-2.2556121173797
6432,PUNTOS DE MEDIDA URBANOS,65016, C/. Fuente Carrantona  - Paular-JosÈ BergamÌn,44736082236589.00,446641938645385.00,31,-9.0723019124439,-2.0415379882277
6444,PUNTOS DE MEDIDA URBANOS,65033,VÌa Servicio A-3 - A-3-El Bosco,447201001264477.00,445586965317942.00,31,-3.3592760548818,-7.6628397632925
6481,PUNTOS DE MEDIDA URBANOS,66015,P∫. Ginebra - Av .Guadalajara-Suecia,447524743035475.00,448688569558355.00,31,4.5725820503308,1.3538212298441
3666,PUNTOS DE MEDIDA URBANOS,71011,C/. San Romualdo - Juli·n Camarillo-Albasanz,447674897709933.00,447413460684667.00,31,-4.3516191235638,-6.0135205878824
6551,PUNTOS DE MEDIDA URBANOS,74004,C/. Campezo - Deyanira-Pirra,447736108440727.00,450665128761346.00,31,2.4207699463490,-7.7617139896565
6624,PUNTOS DE MEDIDA URBANOS,79031,Av. Alcalde Conde Mayalde - Av. Francisco Pi y Margall-Av. Manoteras,448226668457426.00,444305089246769.00,31,-2.0352325873241,-6.5038150129525
5231,PUNTOS DE MEDIDA URBANOS,83001,Av.  Democracia - Ctra. Vicalvaro a Vallecas- A-3,447084556962684.00,447100499024705.00,31,4.1269851707678,2.5118831285120
4762,PUNTOS DE MEDIDA URBANOS,24029,SEPULVEDA E-O(DURATON-PALMIPEDO),44731120915902.00,43677656998763.00,31,-1.4067111816209,-3.5897096249654
4763,PUNTOS DE MEDIDA URBANOS,24030,SEPULVEDA O-E(BERLANAS-PALMIPEDO),447304479508084.00,436558113518382.00,31,7.9855201440787,-1.8512562637360
4993,PUNTOS DE MEDIDA URBANOS,39047,SALIDA PEUGEOT ,446801867198982.00,440442898275835.00,31,-2.2713400491939,5.1583710383976
5037,PUNTOS DE MEDIDA URBANOS,49004,GRAL.RICARDOS O-E(PAU.ODIAGA-SALLABERRY),447198055210879.00,438830031253093.00,31,4.4060824627406,-9.3624600334705
3655,PUNTOS DE MEDIDA URBANOS,50013,PORTALEGRE N-S(ALEJANDRO SANCHEZ-VALLE O,447124528417823.00,4387057188363.00,31,-3.9768315322260,5.7135240631369
5077,PUNTOS DE MEDIDA URBANOS,50014,VALLE ORO E-O(PORTALEGRE-ARGUESO),447117741276934.00,438656258964833.00,31,5.7812801151604,1.2455545339228
4761,PUNTOS DE MEDIDA URBANOS,24028,HIGUERAS N-S(ALMAZAN-CEBREROS),447325293302096.00,436875914519449.00,31,-6.2839159458966,-1.7249466286639
5336,PUNTOS DE MEDIDA URBANOS,87001,SAN FERMIN O-E(POPULAR-ANTEQUERA),446939907167486.00,441279669726443.00,31,3.9625822268626,-4.2235240628815
5337,PUNTOS DE MEDIDA URBANOS,87002,ESTAFETA N-S(NAVASCUES-MEZQUITA),44695658886332.00,44134016156435.00,31,1.6251139481241,5.2540597833098
5338,PUNTOS DE MEDIDA URBANOS,87003,MEZQUITA E-O(ELIZONDO-MEZQUITA),446966369477158.00,441400307881904.00,31,-9.7923988029112,-2.1740022015997
5339,PUNTOS DE MEDIDA URBANOS,87004,ESTAFETA N-S(GIRALDA-MEZQUITA),446974005522473.00,441322601248295.00,31,-1.4465998920484,-3.7368459033128
5340,PUNTOS DE MEDIDA URBANOS,87005,OROVILLA N-S(AV. ROSALES-SILVINA),446890494121753.00,441300879148122.00,31,-9.3138791631432,3.0643737357541
1002,PUNTOS DE MEDIDA M-30,05FT37PM01,05FT37PM01,447353051610226.00,437014599438366.00,31,-2.1004437165424,-4.5204755123933
6904,PUNTOS DE MEDIDA M-30,05TL00PM01,05TL00PM01,447262383977653.00,445064109541568.00,31,-1.1950800065877,-3.9773902955137
6906,PUNTOS DE MEDIDA M-30,05TL00PM03,05TL00PM03,447261851441194.00,44505487890962.00,31,-8.9959796346233,1.9572690851085
1048,PUNTOS DE MEDIDA M-30,08RE14PM01,08RE14PM01,44735963571018.00,443760763142872.00,31,-3.8082634855305,-8.2769190275832
6907,PUNTOS DE MEDIDA M-30,08RE66PM01,08RE66PM01,447330264656537.00,443798440729819.00,31,9.3017528655775,3.0717832406586
6897,PUNTOS DE MEDIDA M-30,08RL21PM01,08RL21PM01,447305701601836.00,443542640625092.00,31,-2.1670050110024,-4.7105584532152
1050,PUNTOS DE MEDIDA M-30,08RR02PM01,08RR02PM01,447298776522457.00,443616859872378.00,31,-1.1396813135939,-3.7826544102936
6896,PUNTOS DE MEDIDA M-30,08RR18PM01,08RR18PM01,447308468686003.00,443710586289085.00,31,1.2021286389977,3.9866389083658
1009,PUNTOS DE MEDIDA M-30,03FT52PM01,03FT52PM01,447441645153132.00,438608441027081.00,31,3.9150328882568,-5.0377981446384
3544,PUNTOS DE MEDIDA M-30,04FL12PM01,04FL12PM01,447411486422643.00,437954463577874.00,31,3.0108426655873,9.0038238499593
1001,PUNTOS DE MEDIDA M-30,05FT10PM01,05FT10PM01,447370561836563.00,437255413416138.00,31,-1.0106612855730,-3.3070050426818
1011,PUNTOS DE MEDIDA M-30,18RM17PM01,18RM17PM01,447463720509109.00,43876581694086.00,31,3.8306971662217,-3.7616341605957
4073,PUNTOS DE MEDIDA URBANOS,10029, Antonio AcuÒa N-S - Duque de Sesto-O¬¥Donnell,447501458924584.00,442515914999064.00,31,-3.9813262872737,-9.6722839583614
4074,PUNTOS DE MEDIDA URBANOS,10030, Antonio AcuÒa S-N - Doctor Castelo-O¬¥Donnell,447496119249939.00,442512377437508.00,31,1.4700356630664,-3.8068454293266
4075,PUNTOS DE MEDIDA URBANOS,10031,O¬¥Donnell E-O - Miguel Vives-Maiquez,44749519893432.00,443103362671854.00,31,-2.8401297034746,-6.2647743639331
4076,PUNTOS DE MEDIDA URBANOS,10032,O¬¥Donnell O-E - Fernan Gonzalez-Maiquez,447495094724789.00,443003502058411.00,31,-4.5854362158851,-9.6615109473868
3764,PUNTOS DE MEDIDA URBANOS,10034,Narvaez. 33 S-N - Sainz de Baranda-Ibiza,447448747836451.00,442730309335453.00,31,-4.8361908260115,-1.3934802298426
4105,PUNTOS DE MEDIDA URBANOS,11035,Embajadores S-N - Puerto BÈjar-Av. Planetario,447106798713225.00,44157928236331.00,31,1.8972133511243,-4.8070395993622
4106,PUNTOS DE MEDIDA URBANOS,11037,Embajadores S-N - Puerto Cruz Verde-Puerto Serrano,447088647410757.00,441714397645679.00,31,-1.8427060223297,4.0109556714179
4107,PUNTOS DE MEDIDA URBANOS,11038,Puerto Serrano O-E (Entrada Embajadores) - ,447090890209957.00,441597567339776.00,31,-1.3669058350144,3.5499451622977
4108,PUNTOS DE MEDIDA URBANOS,11039,Embajadores N-S - Puerto BÈjar-Puerto Serrano,447100609668342.00,441603553051169.00,31,-3.2272192310569,9.6998143544130
4112,PUNTOS DE MEDIDA URBANOS,12004,P∫ Delicias S-N - Ancora-Delicias,447296023090817.00,441247724805664.00,31,-1.1911453111540,-2.5943195157371
4216,PUNTOS DE MEDIDA URBANOS,14020,Ronda Toledo O-E - Soria-Gta. Embajadores,44732005130357.00,44028529263582.00,31,5.8779432484767,1.2646702592261
4219,PUNTOS DE MEDIDA URBANOS,14023,P∫ Esperanza S-N - Moratines-P∫ Acacias,447294342277549.00,440208507164252.00,31,-3.2489800863175,-7.3177991934138
3819,PUNTOS DE MEDIDA M-30,PM10502,PM10502,447710987668213.00,44417315479482.00,31,7.0359368870739,2.2109352464748
3820,PUNTOS DE MEDIDA M-30,PM10561,PM10561,447653127469156.00,44413412980195.00,31,1.8569215593235,-4.7491055996080
3469,PUNTOS DE MEDIDA URBANOS,23007,San Francisco de Sales S-N - Andres Mellado-Guzm·n el Bueno,447723381948478.00,439565314060624.00,31,7.8439930037438,2.1255433637810
3397,PUNTOS DE MEDIDA URBANOS,23013,Cea Berm˙dez O-E - AndrÈs Mellado-Guzm·n el Bueno,447693819489731.00,439557292257189.00,31,-2.6054285543478,-6.4264336138125
4475,PUNTOS DE MEDIDA URBANOS,23014,Guzm·n el Bueno N-S - Ju·n VigÛn-Cea Berm˙dez,447707209937341.00,439661564633618.00,31,-3.9313903549300,4.7135723291692
9961,PUNTOS DE MEDIDA URBANOS,23016,Reyes Catolicos S-N(T˙nel) - Arco Victoria-Isaac Peral,447682477177377.00,439093963094818.00,31,5.4642971436478,-1.5396221193629
3740,PUNTOS DE MEDIDA URBANOS,34003, LÛpez de Hoyos E-O - Cartagena-Josep Pl·,447731353548954.00,442760781879359.00,31,5.6389839210782,-1.2657105715324
4624,PUNTOS DE MEDIDA URBANOS,34004,Cartagena. 130 S-N - Canillas-LÛpez de Hoyos,447719163316704.00,442862789871138.00,31,-4.9027877018522,1.4111828715718
5472,PUNTOS DE MEDIDA URBANOS,60026,Raimundo Fdez.Villaverde O-E - Modesto Lafuente-P∫Castellana,447772073716897.00,441348655128301.00,31,-1.7944847112621,5.7492636512794
6325,PUNTOS DE MEDIDA URBANOS,56401,C/. Gregorio S·nchez Herr·ez - VÌa de los Poblado-M40,448115589552182.00,446089189511671.00,31,7.6736764661187,-2.4663763648574
6123,PUNTOS DE MEDIDA URBANOS,67016,Av. Moratalaz  - Av. Doctor GarcÌa Tapia-Camino Vinateros,447350286281286.00,445422419120852.00,31,-1.3690295071724,-4.5371034904709
6512,PUNTOS DE MEDIDA URBANOS,71010,C/. San Romualdo  - Alcal·-Albasanz,447697426248379.00,447321780943018.00,31,2.7280972349042,6.8653706100304
5038,PUNTOS DE MEDIDA URBANOS,49005,GRAL.RICARDOS O-E(PAU.ODIAGA-PE?AFIEL),447192655421924.00,438742944140061.00,31,3.7344628363681,-1.5744445508602
5334,PUNTOS DE MEDIDA URBANOS,86033,MILLAN ASTRAY E-O(FUERTE DE NAV.-R.FINAT,447043524111959.00,434943328411428.00,31,4.8460457623680,1.2691235500585
4861,PUNTOS DE MEDIDA URBANOS,28007,ANA TERESA ENTRADA CRUCE JUNTO LINEA PARADA  O-N,447939142680321.00,433954940671963.00,31,3.7131524685467,4.7431409866478
4870,PUNTOS DE MEDIDA URBANOS,28016,VIRGEN ROSALES O-E(ASTROLABIO-C.HUMERA),447860237092103.00,433943751896449.00,31,6.9548371216029,2.1936462086330
5896,PUNTOS DE MEDIDA URBANOS,42030,VENTISQUERO DE LA CONDESA SALIDA TUNEL S-N,448202748011775.00,439406867429721.00,31,-5.4123868631658,1.5109390504006
5897,PUNTOS DE MEDIDA URBANOS,42033,VENTISQUERO DE LA CONDESA SALIDA TUNEL S-N,448194303207926.00,439463010679187.00,31,-8.4598787031381,1.8728555122475
5904,PUNTOS DE MEDIDA URBANOS,42407,ALFREDO MARQUERIE O-E,448237042578229.00,440875062566055.00,31,3.8080544294380,6.0073574035167
4881,PUNTOS DE MEDIDA URBANOS,36014,PICO OCEJON N-S (ANA TERESA-OSA MAYOR),447926276055282.00,433244469939625.00,31,-2.2609384618215,4.7860342515309
5219,PUNTOS DE MEDIDA URBANOS,36015,OSA MAYOR ENTRE ARANDIGA Y PICO OCEJON,447914728399755.00,433227210516055.00,31,-3.4973728457560,-1.1045707935591
5877,PUNTOS DE MEDIDA URBANOS,42009,Av. Cardenal Herrera Oria 163 O-E(La MasÛ-Ginzo de  Limia),448200724884506.00,439876818515347.00,31,7.1112524021450,1.9477319694009
5878,PUNTOS DE MEDIDA URBANOS,42010,Av. Cardenal Herrera Oria 178 E-O(Av. Cardenal Herrera Oria-Laguna Grande),448211263614159.00,439997473707778.00,31,-3.1248974333371,9.3733409913691
5879,PUNTOS DE MEDIDA URBANOS,42011,Av. Cardenal Herrera Oria 172 E-O(Cerro del CastaÒar-Ginzo de Limia),448223321830743.00,440150482732126.00,31,1.8189087185796,5.7963464280164
5906,PUNTOS DE MEDIDA URBANOS,42409,T√ÅCTICO - LAGUNA GRANDE. 4 N-S,448214355594822.00,439989744234702.00,31,-1.4470301577977,-3.1876856053587
6959,PUNTOS DE MEDIDA URBANOS,73001,AV. ARROYO DEL FRESNO E-O (PAU ARROYO DEL FRENO - VALLE PINARES LLANOS),448230548119535.00,438281268549351.00,31,-2.7349194878146,-8.2800572541716
6816,PUNTOS DE MEDIDA M-30,PM22572,PM22572,448090561946949.00,436707358878002.00,31,4.8935718938455,-1.0463322503444
6770,PUNTOS DE MEDIDA M-30,PM22641,PM22641,448075287922056.00,437717149353452.00,31,-2.5811279580354,5.8048881230319
3598,PUNTOS DE MEDIDA M-30,PM22721,PM22721,448070608346132.00,438308043639428.00,31,-9.2962054658632,2.0498090091023
3599,PUNTOS DE MEDIDA M-30,PM22781,PM22781,448096390342151.00,438863131755873.00,31,4.2306655320258,8.0252231040625
3560,PUNTOS DE MEDIDA M-30,PM22851,PM22851,448139715463746.00,439424619318263.00,31,-7.6834299922404,1.7976704313657
3597,PUNTOS DE MEDIDA M-30,PM22571,PM22571,448090009254272.00,436892781708989.00,31,-1.4175237106278,4.5686009883321
10034,PUNTOS DE MEDIDA URBANOS,1013,Barbara Braganza E-O  - P∫ Recoletos - Marques Ensenada,447518248873327.00,441403900298067.00,31,-3.8321349803276,7.1854574929937
3851,PUNTOS DE MEDIDA URBANOS,1014,P∫ Castellana N-S - Ayala-Pl. Colon,447562162458083.00,441584204769536.00,31,-8.4238244253039,-2.7486043828069
3562,PUNTOS DE MEDIDA URBANOS,1018, P∫ Castellana N-S - Eduardo Dato-Marques de Riscal,447619967245513.00,441703489946935.00,31,4.4567473759021,9.0312333185766
3862,PUNTOS DE MEDIDA URBANOS,2007,Dr. Esquerdo S-N  - Pez Volador-Moneda,447409936974689.00,443305499626307.00,31,1.8506637978354,-4.7222533469363
3863,PUNTOS DE MEDIDA URBANOS,2008, Pez Volador E-O - Cruz del Sur-Dr. Esquerdo,447400793819486.00,443326970966214.00,31,-4.4721987828330,-8.7059723489124
3865,PUNTOS DE MEDIDA URBANOS,2010,Dr Esquerdo N-S - Samaria-Nazaret(Giro a Astros),447397033853917.00,443282637395497.00,31,-3.9396991171153,-1.9622029050544
3866,PUNTOS DE MEDIDA URBANOS,2011,Av. Nazaret O-E - Jesus Aprendiz-Dr. Esquerdo,447384089121174.00,44320124048879.00,31,1.0325814648689,2.4148033070073
3867,PUNTOS DE MEDIDA URBANOS,2012,Dr. Esquerdo N-S - Montano-Gavinet,447356998723092.00,443251269827719.00,31,-1.2657661588442,4.1851368035945
3859,PUNTOS DE MEDIDA URBANOS,2004,Ibiza O-E - Narvaez-Dr. Esquerdo,44745665758581.00,443223066059253.00,31,-3.2052258048651,7.8945412831961
3861,PUNTOS DE MEDIDA URBANOS,2006,Alcalde Sainz Baranda O-E - Antono Arias- Dr. Esquerdo,447440850019936.00,443252294760077.00,31,8.6535237020602,-2.3518000140214
3899,PUNTOS DE MEDIDA URBANOS,2055,Av.  Mediterraneo E-O - Abtao-Pl. Mariano Cavia,447338966124112.00,442767029581473.00,31,-4.1593094281259,-5.9820811028510
3904,PUNTOS DE MEDIDA URBANOS,2061, Valderribas E-O - Sanchez Barcaiztegui-Dr.Esquerdo,447295241712194.00,442971401375898.00,31,1.5323673830009,-3.5381613578096
3908,PUNTOS DE MEDIDA URBANOS,2066,Cavanilles E-O - Abtao-Juan Urbieta,447324558786217.00,442768628066719.00,31,-1.8200677607629,3.9421339822991
3946,PUNTOS DE MEDIDA URBANOS,5018,Goya E-O - Claudio Coello -Serrano,447540049857514.00,441856801574474.00,31,-8.7894123376346,-2.3741597627706
3798,PUNTOS DE MEDIDA URBANOS,5019,Alcala E-O - Lagasca-Claudio Coello,447492436745127.00,441693739977258.00,31,8.9170761495517,-2.9265563103162
3948,PUNTOS DE MEDIDA URBANOS,5022,Maria Molina O-E - Claudio Coello-Lagasca,447677021388337.00,442009921392721.00,31,-4.8713518685627,-1.3989372913587
3578,PUNTOS DE MEDIDA URBANOS,5023,Serrano N-S - Goya-Jorge Juan,44753675155632.00,441753322904817.00,31,-4.3741726541172,-1.2702294100809
4223,PUNTOS DE MEDIDA URBANOS,5024,Jorge Juan O-E - P∫ Castellana-Serrano,447528975585678.00,44162321365338.00,31,-8.1299701122964,-1.7753657291468
4004,PUNTOS DE MEDIDA URBANOS,8003,Diego de Leon. 38 O-E - Castello-Principe de Vergara,447644504245993.00,442389554351846.00,31,-4.4659703771450,-8.9191346348005
