idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude,,,,
6837,PUNTOS DE MEDIDA M-30,"18RN69PM01",18RN69PM01,447451862479551.00,43878089516652.00,31,-37.157.083.734.159,-77.041.582.701.607,,,,
7123,PUNTOS DE MEDIDA M-30,"19XC40PM01",19XC40PM01,447536100272744.00,438099734757333.00,31,62.578.696.360.088,17.258.265.267.309,,,,
7122,PUNTOS DE MEDIDA M-30,"19XC80PM01",19XC80PM01,447557281820112.00,437839643741588.00,31,-40.482.934.847.381,-67.598.590.521.776,,,,
6880,PUNTOS DE MEDIDA M-30,"90EL00PM01",90EL00PM01,447120737430854.00,441472026378636.00,31,-22.292.775.439.900,-50.782.851.973.675,,,,
6884,PUNTOS DE MEDIDA M-30,"90ET93PM01",90ET93PM01,447109866581696.00,441528612764692.00,31,10.459.071.996.357,27.776.466.446.878,,,,
6841,PUNTOS DE MEDIDA M-30,"17XC49PM01",17XC49PM01,447391015321583.00,438752648922605.00,31,38.372.199.676.596,-38.756.048.517.234,,,,
6827,PUNTOS DE MEDIDA M-30,"18NC20PM01",18NC20PM01,447464438223897.00,438886053648755.00,31,55.443.131.309.885,15.803.271.735.254,,,,
1016,PUNTOS DE MEDIDA M-30,"18NC52PM01",18NC52PM01,447488161500817.00,438865145076162.00,31,31.733.035.611.991,-77.219.445.346.507,,,,
6744,PUNTOS DE MEDIDA M-30,"PM20832",PM20832,447442970289915.00,444204598407636.00,31,19.627.152.719.304,-50.010.587.816.019,,,,
6745,PUNTOS DE MEDIDA M-30,"PM20834",PM20834,447443182109305.00,444199553605602.00,31,-72.996.751.016.996,23.189.805.542.103,,,,
7085,PUNTOS DE MEDIDA URBANOS,"60404",Alberto Alcocer E-O(Giro E-S) - Juan RamÛn JimÈnez - Dr. Fleming ,44791301193217.00,441799385606845.00,31,-56.820.888.494.988,16.206.593.002.225,,,,
6101,PUNTOS DE MEDIDA URBANOS,"47042",C/. AÒastro - Mesena-Arturo Soria,448006723378648.00,443838724637387.00,31,23.409.350.566.820,58.876.620.998.668,,,,
5919,PUNTOS DE MEDIDA URBANOS,"44013",Alcal· - Hermanos de Pablo-Vicente Espinel,447651428345763.00,445586376831765.00,31,-38.191.621.668.502,-93.799.593.014.254,,,,
5973,PUNTOS DE MEDIDA URBANOS,"45027",C/. Hermanos GarcÌa Noblejas - Pl. Alsacia-Pobladura del Valle,447460655988751.00,447180702278855.00,31,-48.936.339.732.598,14.302.862.003.006,,,,
5999,PUNTOS DE MEDIDA URBANOS,"45050",Hermanos Garcia Noblejas - Luis del Campo - Gandhi,447549079299453.00,446685086202928.00,31,-16.529.901.688.480,54.285.868.390.448,,,,
6005,PUNTOS DE MEDIDA URBANOS,"45412",C/. AlbarracÌn - Albasanz-Juli·n Camarillo,447633952402587.00,446482330043945.00,31,-83.245.942.533.424,-19.789.282.071.069,,,,
6021,PUNTOS DE MEDIDA URBANOS,"46013",C/. Arturo Soria  - Condesa de Venadito-Hern·ndez de Tejada,447775642833656.00,445074486564454.00,31,-27.687.548.276.194,-69.156.665.204.083,,,,
6103,PUNTOS DE MEDIDA URBANOS,"47044",C/. Mesena  - Ramonet-AÒastro,448014009783157.00,443848732255656.00,31,59.977.505.396.695,-17.543.685.186.958,,,,
6104,PUNTOS DE MEDIDA URBANOS,"47401",C/. Dulce ChacÛn - EstaciÛn Metro-Av. Alcalde Conde Mayalde,448193715251495.00,44390454894862.00,31,-21.669.946.602.475,-68.698.384.486.200,,,,
6105,PUNTOS DE MEDIDA URBANOS,"47402",C/. La˙d  - Jazmin-Arturo Soria,448173577763551.00,443816745550124.00,31,75.396.926.022.890,-24.155.094.279.574,,,,
6110,PUNTOS DE MEDIDA URBANOS,"47410",C/. Eladio LÛpez Vilches - Mesena-Av. San Luis,44807921488386.00,443801112097279.00,31,68.406.439.930.854,-21.304.348.763.522,,,,
6111,PUNTOS DE MEDIDA URBANOS,"47411",Av. San Luis - Julio Danvila-Cuevas Almanzora,448072330449823.00,44389201726729.00,31,-13.878.090.510.390,36.260.823.301.570,,,,
6143,PUNTOS DE MEDIDA URBANOS,"53012",C/. Ascao  - JosÈ Arcones Gil-Luis RuÌz,447607450344015.00,446044860160409.00,31,41.615.067.577.310,41.907.145.282.817,,,,
6144,PUNTOS DE MEDIDA URBANOS,"53013",C/. Vital Aza - Luis RuÌz-Emilio Ferrari,447615878593045.00,445741136411355.00,31,-69.905.852.324.835,-15.252.956.128.516,,,,
6147,PUNTOS DE MEDIDA URBANOS,"53016",C/. Gutierrez de Cetina  - Vital Aza-Ascao,447595529403851.00,445675760635868.00,31,22.813.892.522.535,72.366.945.604.250,,,,
6153,PUNTOS DE MEDIDA URBANOS,"53023",C/. Ricardo OrtÌz  - San Emilio-Av. MarquÈs de Corbera,447516272771509.00,44436641051713.00,31,16.451.487.078.009,-53.653.342.356.529,,,,
3508,PUNTOS DE MEDIDA URBANOS,"55018",Av. de los Andes - Boj -AÒil,447881582541324.00,447662974985932.00,31,-22.864.326.662.693,-52.871.045.770.873,,,,
6238,PUNTOS DE MEDIDA URBANOS,"55021",Av. Machupichu - Silvano-Mota del Cuervo,44796401965255.00,446249477767724.00,31,40.553.025.462.082,-13.054.255.676.162,,,,
6746,PUNTOS DE MEDIDA M-30,"PM20851",PM20851,447383644878795.00,443896686097756.00,31,-28.135.065.398.184,-62.180.552.121.381,,,,
6747,PUNTOS DE MEDIDA M-30,"PM20852",PM20852,447396716338454.00,443982431671332.00,31,-97.783.346.758.241,-32.398.946.475.611,,,,
6748,PUNTOS DE MEDIDA M-30,"PM20873",PM20873,447368709012936.00,443866318093088.00,31,24.008.203.084.995,-52.121.734.599.096,,,,
6749,PUNTOS DE MEDIDA M-30,"PM20911",PM20911,447337623237697.00,44372448644066.00,31,88.675.309.608.740,29.160.361.350.897,,,,
4760,PUNTOS DE MEDIDA URBANOS,"24027",HIGUERAS S-N(PALMIPEDO-SEPULVEDA),447307913947464.00,436867104612831.00,31,68.950.038.628.887,-21.689.461.851.424,,,,
4770,PUNTOS DE MEDIDA URBANOS,"24040",VILLAMANIN S-N(NV-VILLASANDINO),447324370178186.00,4361968368065.00,31,-55.509.082.094.092,-16.049.615.434.496,,,,
4772,PUNTOS DE MEDIDA URBANOS,"24042",VILLASAND.E-O(PARODIA-VILLAM.),447326388372135.00,436202139011125.00,31,36.793.895.967.218,-28.958.952.912.869,,,,
4778,PUNTOS DE MEDIDA URBANOS,"25008",AV.CORDOBA S-N(SEBAS. ALVAREZ-GTA.CADIZ),447102856329662.00,440818148413181.00,31,-10.541.436.844.281,-34.774.084.068.380,,,,
4779,PUNTOS DE MEDIDA URBANOS,"25009",ANTONIO LOPEZ N-S(S.ZACARIAS-S.ARMENGOL),447143894238344.00,440603291087688.00,31,-29.231.853.992.406,-63.371.218.525.243,,,,
4780,PUNTOS DE MEDIDA URBANOS,"25010",PTE. ANDALUCIA N-S(LEGAZPI-G.CADIZ),447135086080392.00,440810759380321.00,31,-42.500.604.570.639,76.057.422.942.428,,,,
4810,PUNTOS DE MEDIDA URBANOS,"26003",AV.ANDALUCIA S-N(FRANCISCO PINO-ALCOCER),446703241020991.00,441255862873851.00,31,23.330.671.397.943,-58.239.883.294.495,,,,
4811,PUNTOS DE MEDIDA URBANOS,"26004",ORIO N-S(ARECHAVALETA-ALCOCER),446714937407342.00,44103038433356.00,31,-57.831.994.425.918,-16.245.677.806.951,,,,
4831,PUNTOS DE MEDIDA URBANOS,"26024",AV. ANDALUCIA GIRO A M40 S-N,446864292548388.00,441241031050185.00,31,-75.271.454.367.724,16.256.260.988.862,,,,
6831,PUNTOS DE MEDIDA URBANOS,"37033",CAMARENA N-S(YEBENES-ILLESCAS),447176086103221.00,435971448782493.00,31,-18.484.239.083.457,-41.708.338.040.194,,,,
4913,PUNTOS DE MEDIDA URBANOS,"37035",OCA?A GIRO E-S (VALMOJ-GRAL.FANJUL),447114744044141.00,435584265350608.00,31,79.912.900.270.305,18.476.608.011.343,,,,
4960,PUNTOS DE MEDIDA URBANOS,"38045",ERICA E-O(AV.POBLADOS-MON.O.ROMERO),447066703670185.00,435804065249752.00,31,-98.399.605.907.231,-32.088.836.384.320,,,,
6828,PUNTOS DE MEDIDA URBANOS,"38047", A.R.SACRISTAN O-E(GUAYABA-SECOYA),446962683677215.00,437076747079354.00,31,-53.120.407.122.928,-14.840.266.838.035,,,,
6824,PUNTOS DE MEDIDA URBANOS,"38048",LATERAL C.TOLEDO N-S(F.LADREDA-POBLADOS),44696460731985.00,439022254692706.00,31,49.954.524.764.086,12.974.794.782.123,,,,
9879,PUNTOS DE MEDIDA URBANOS,"38049",BELZUNEGUI N-S,447017429154455.00,437333100407609.00,31,-55.879.683.265.605,16.136.712.184.138,,,,
9985,PUNTOS DE MEDIDA URBANOS,"38051",SECOYA S-N(OBOLO-AV. POBLADOS),446956333684111.00,437120480564158.00,31,34.626.512.317.168,74.016.710.420.580,,,,
3684,PUNTOS DE MEDIDA URBANOS,"49019",G.RICARDOS E-O(B.TORRIJOS-NTRA.SRA.LUZ),447077451361455.00,437179164323315.00,31,-13.227.305.179.141,30.212.160.730.812,,,,
5046,PUNTOS DE MEDIDA URBANOS,"49013", GRAL.RICARDOS O-E(A.MORAN-OPORTO),447122607599808.00,437866861462306.00,31,-60.211.012.728.397,18.055.007.754.692,,,,
5047,PUNTOS DE MEDIDA URBANOS,"49014",GRAL.RICARDOS E-O( FCO.GARCIA-PL. TOROS),447103408505315.00,437634347880002.00,31,-53.167.074.725.602,14.892.408.390.067,,,,
5048,PUNTOS DE MEDIDA URBANOS,"49015",GRAL.RICARDOS O-E(MU?OZ GRANDES-P.TOROS),447095432221201.00,437461121808339.00,31,10.011.346.903.075,32.771.442.569.270,,,,
5049,PUNTOS DE MEDIDA URBANOS,"49016",G.RICARDOS E-O(P.TOROS-MU?OZ GRANDES),447095368373332.00,437450660829785.00,31,-44.234.120.863.790,10.537.842.579.130,,,,
5051,PUNTOS DE MEDIDA URBANOS,"49018",GRAL. RICARDOS O-E(BLASON-MU?OZ GRANDES),447083732350133.00,437250592661401.00,31,-62.023.872.307.152,17.070.699.432.511,,,,
5098,PUNTOS DE MEDIDA URBANOS,"50034", ALEJANDRO SANCHEZ O-E,447140232012718.00,439300544354213.00,31,21.112.333.038.021,-52.736.192.844.290,,,,
5101,PUNTOS DE MEDIDA URBANOS,"51004",OCA E-O(MANUEL ALVAREZ-VIA CARPETANA),447132567201766.00,437043025075896.00,31,-36.798.701.837.238,20.985.717.427.929,,,,
5108,PUNTOS DE MEDIDA URBANOS,"51009",N.SRA.FATIMA O-E(MU?OZ GRANDES-LAGUNA),447124920456676.00,437073643572054.00,31,-29.717.303.498.295,64.602.514.238.734,,,,
5110,PUNTOS DE MEDIDA URBANOS,"51013",V.CARPETANA N-S(LUIS FEITO-GTA.EJERCITO),44713802394835.00,436924514029677.00,31,-19.653.750.469.059,-61.447.409.307.292,,,,
4729,PUNTOS DE MEDIDA URBANOS,"93012",Antonio Machado S-N(Av. Martires Marmstas-Sinesio Delgado),447978885240373.00,439107291682893.00,31,11.191.825.581.111,24.007.672.251.978,,,,
4730,PUNTOS DE MEDIDA URBANOS,"93013",Valle de Mena E-O (Candido Mateos - Cisar Marique),448047135441623.00,439189475548433.00,31,-15.474.348.110.000,39.500.869.347.539,,,,
4732,PUNTOS DE MEDIDA URBANOS,"93015",Valle de Mena O-E(lateral) Entrada Gta. valle de Arce,448033429297459.00,43949274997949.00,31,-74.293.340.333.293,-20.233.906.568.252,,,,
5881,PUNTOS DE MEDIDA URBANOS,"42013",AV. CARDENAL HERRERA ORIA 87 O-E(GINZO DE LIMIA-PE√ëA DEL OSO),448246769475781.00,440646127283485.00,31,78.723.740.929.163,-17.154.913.125.578,,,,
5882,PUNTOS DE MEDIDA URBANOS,"42014",RAMON GOMEZ DE LA SERNA. 1 N-S,448154242884501.00,438744535386626.00,31,-15.103.782.674.011,-48.722.742.050.696,,,,
5883,PUNTOS DE MEDIDA URBANOS,"42015",Isla de Arosa 41 S-N,44816786446484.00,439343717323556.00,31,-67.645.367.338.215,-14.707.620.789.195,,,,
10027,PUNTOS DE MEDIDA URBANOS,"42012",AV. CARDENAL HERRERA ORIA 83 O-E(PE√ëA DEL OSO-CTRA. DE COLMENAR),448255625239875.00,440839835749472.00,31,-30.451.201.836.231,-74.702.031.040.866,,,,
5893,PUNTOS DE MEDIDA URBANOS,"42025",SAN MODESTO S-N(SAN MODESTO-AV. CARDENAL HERRERA ORIA),448253157110884.00,441004189308121.00,31,75.538.286.406.761,24.222.751.273.878,,,,
3840,PUNTOS DE MEDIDA URBANOS,"1001",Jose Ortega y Gasset E-O - P∫ Castellana-Serrano,447597542345939.00,441724755540367.00,31,82.742.056.768.393,-17.888.044.330.126,,,,
3841,PUNTOS DE MEDIDA URBANOS,"1002",Jose Ortega y Gasset O-E - Serrano-P∫ Castellana,447597716953352.00,441815295142014.00,31,-29.023.510.615.737,-88.381.038.279.710,,,,
3868,PUNTOS DE MEDIDA URBANOS,"2014", Lira E-O - Cruz del Sur-Dr. Esquerdo,447351532729824.00,443285823254713.00,31,-17.485.122.331.780,-37.872.136.122.715,,,,
3869,PUNTOS DE MEDIDA URBANOS,"2015",Dr. Esquerdo S-N - Av. Mediterraneo-Lira,447345700732978.00,443258692234432.00,31,15.493.352.271.098,50.597.280.525.387,,,,
4193,PUNTOS DE MEDIDA URBANOS,"2017",Av. Mediterrane E-O - Cruz del Sur-Pl. Conde Casa,4473316463676.00,443431540767132.00,31,-80.175.319.089.064,-18.931.458.891.095,,,,
3870,PUNTOS DE MEDIDA URBANOS,"2018",Av. Mediterraneo E-O - Paso Inferior,447330700654667.00,443431384689318.00,31,36.285.765.944.772,88.815.622.358.282,,,,
3871,PUNTOS DE MEDIDA URBANOS,"2019",Fdez. Shaw S-N - Federico Moreno Torroba-Pl. Conde Casal,447318968892572.00,443334171416885.00,31,-41.489.504.915.745,55.980.331.625.486,,,,
3872,PUNTOS DE MEDIDA URBANOS,"2020",Dr. Esquerdo S-N - Garibay-Pl. Conde Casal,447312704713587.00,443139818104227.00,31,21.240.627.284.327,53.654.853.818.488,,,,
10036,PUNTOS DE MEDIDA URBANOS,"1017",Barbara Braganza O-E  - Conde Xiquena-Tamayo y Baus,447522660435962.00,441244040463799.00,31,25.312.286.008.295,57.460.573.645.289,,,,
3874,PUNTOS DE MEDIDA URBANOS,"2022",Av. Mediterraneo O-E - Paso Inferior,447334435345909.00,443068193913596.00,31,17.206.515.534.806,-37.578.979.667.086,,,,
3878,PUNTOS DE MEDIDA URBANOS,"2030", Salida TVE Torrespana S-N - ,447491271045141.00,443906410225767.00,31,16.268.257.725.250,53.027.582.298.694,,,,
3889,PUNTOS DE MEDIDA URBANOS,"2301", Pl. Conde Casal - Antes del Grupo 15,4473308418955.00,44327999846468.00,31,-45.965.932.229.191,96.744.588.550.151,,,,
7035,PUNTOS DE MEDIDA URBANOS,"2302", Interior Dr. Esquerdo N-S - Delante Grupo1,447456492479129.00,443324579210268.00,31,-25.205.751.444.546,55.010.347.585.249,,,,
3890,PUNTOS DE MEDIDA URBANOS,"2303", Dr. Esquerdo N-S - Delante Grupo 1 Salida,44745823970584.00,44332429277966.00,31,-89.824.302.845.252,20.055.917.352.399,,,,
7034,PUNTOS DE MEDIDA URBANOS,"2304", Ibiza E-O - Dr. Esquedo-Maiquez(Delante Grupo 4),44745814294717.00,44324700473492.00,31,74.077.331.742.426,-23.638.224.119.804,,,,
3938,PUNTOS DE MEDIDA URBANOS,"5010",Serrano N-S - Maldonado-Juan Bravo,447635563390719.00,441870754730473.00,31,57.383.392.127.400,16.473.289.068.862,,,,
3941,PUNTOS DE MEDIDA URBANOS,"5013",Serrano N-S - Pedro Valdivia-Maria Molina,447692754187514.00,44191421915839.00,31,41.851.567.925.078,-66.105.766.059.410,,,,
3942,PUNTOS DE MEDIDA URBANOS,"5014",Hermanos Becquer N-S - General Oraa-Serrano,447658604906169.00,44181235674554.00,31,39.272.419.969.114,-11.547.626.556.889,,,,
3943,PUNTOS DE MEDIDA URBANOS,"5015",Hermanos Becquer S-N - Serrano-General Oraa,447658702043124.00,441826900904769.00,31,-57.021.186.443.478,-16.301.645.888.462,,,,
3976,PUNTOS DE MEDIDA URBANOS,"6036",Francisco Silvela N-S - Gta. Lopez Hoyos-Principe Vergara,447702659129954.00,442416110313456.00,31,-30.784.718.052.193,-69.796.241.624.205,,,,
3962,PUNTOS DE MEDIDA URBANOS,"6022",Juan Bravo  E-O - NuÒez de Balboa-Velazquez,447623325953525.00,442230868030067.00,31,55.835.948.304.073,15.676.574.427.888,,,,
3963,PUNTOS DE MEDIDA URBANOS,"6023",Juan Bravo. 8 O-E - Claudio Coello-Lagasca,447623246133712.00,441990918168713.00,31,52.049.845.908.935,13.721.913.311.584,,,,
3965,PUNTOS DE MEDIDA URBANOS,"6025",Velazquez. 74 S-N - Ramon de la Cruz-Ortega y Gasset,447582953680009.00,442107121675462.00,31,-70.517.457.969.083,22.228.141.915.566,,,,
3973,PUNTOS DE MEDIDA URBANOS,"6033",Principe Vergara N-S - Lopez Hoyos-Francisco Silvela,447709714513946.00,442530864725784.00,31,39.988.035.605.582,-11.763.771.967.459,,,,
3974,PUNTOS DE MEDIDA URBANOS,"6034",Francisco Silvela S-N - Av. America-San Fdo.del Jarama,447678660884866.00,442631176023752.00,31,-41.897.188.985.197,-12.264.320.163.060,,,,
3975,PUNTOS DE MEDIDA URBANOS,"6035",Principe Vergara S-N - Maria Molina-Francisco Silvela,447676775122275.00,442516740021791.00,31,-54.883.524.598.626,15.161.488.960.111,,,,
4012,PUNTOS DE MEDIDA URBANOS,"8012",Diego de Leon. 23 O-E - NuÒez Balboa-Velazquez,447646063218252.00,442246683036494.00,31,-39.095.662.115.295,-24.011.245.198.637,,,,
4013,PUNTOS DE MEDIDA URBANOS,"8013",Diego de Leon. 51 E-O - General PardiÒas-Ppe. Vergara,447643366935664.00,442604810392058.00,31,16.531.304.166.297,-53.586.571.016.931,,,,
4015,PUNTOS DE MEDIDA URBANOS,"8015",Goya. 34 O-E - Castello-Principe de Vergara,44753636949013.00,442317097497298.00,31,-33.136.192.963.298,-81.249.611.700.143,,,,
3996,PUNTOS DE MEDIDA URBANOS,"7007",Juan Bravo 64 O-E - Alcantara -Francisco Silvela,447616498651722.00,442994819733304.00,31,71.455.204.976.874,-15.475.634.530.456,,,,
3579,PUNTOS DE MEDIDA URBANOS,"7008",Juan Bravo 69 E-O - Alcantara-Conde PeÒalver,447628160253267.00,442853220077542.00,31,29.442.345.337.699,72.795.116.477.089,,,,
3997,PUNTOS DE MEDIDA URBANOS,"7009",Conde PeÒalver. 64 S-N - Padilla-Juan Bravo,447604294658984.00,442842072872958.00,31,14.060.595.077.776,-46.177.366.201.594,,,,
4011,PUNTOS DE MEDIDA URBANOS,"8011",Principe Vergara S-N - D.Ramon de la Cruz-Jose Ortega y Gasset,447580544580134.00,442448471309239.00,31,13.811.686.078.897,-30.619.794.699.608,,,,
4230,PUNTOS DE MEDIDA URBANOS,"14031",Embajadores S-N - Sta M™Cabeza-Palos de la Frontera,447279329965634.00,440714524303159.00,31,-25.136.432.472.887,56.994.125.701.296,,,,
4231,PUNTOS DE MEDIDA URBANOS,"14032",Embajadores N-S - Labrador-Sta M™Cabeza,447282697729473.00,440684868692335.00,31,-42.000.070.894.399,-71.988.717.166.118,,,,
4234,PUNTOS DE MEDIDA URBANOS,"14034", Embajadores S-N - Palos Frontera-Sebastian Elcano,447294211595591.00,440627140866969.00,31,-11.551.036.851.900,38.045.765.138.306,,,,
4235,PUNTOS DE MEDIDA URBANOS,"14035",Palos de la Frontera E-O - Bernardino Obregon-Embajadores,447291737256495.00,440755629096965.00,31,-72.709.221.152.354,-23.124.193.155.012,,,,
4236,PUNTOS DE MEDIDA URBANOS,"14036",Embajadores N-S - Moratines-Labrador,447296708904324.00,440601910649299.00,31,70.968.984.981.319,19.490.046.783.639,,,,
4238,PUNTOS DE MEDIDA URBANOS,"14038",Ronda Toledo E-O - Embajadores-Ribera Curtidores,447322320490575.00,440212882479922.00,31,-15.389.756.759.889,33.899.215.670.703,,,,
3669,PUNTOS DE MEDIDA URBANOS,"14039",Embajadores-Ribera Curtidores) - Mira el Sol- Ronda Toledo,44733684686445.00,440097172517213.00,31,20.617.223.156.629,44.328.736.159.866,,,,
4665,PUNTOS DE MEDIDA URBANOS,"35028",Av.Bruselas N-S - Pl.Venecia-Av.Bruselas,447701096904153.00,443880098687481.00,31,-75.020.965.850.935,-20.717.845.696.933,,,,
4407,PUNTOS DE MEDIDA URBANOS,"19005",Alburquerque. 13 E-O - Cardenal Cisneros-Fuencarral,44760529005127.00,440551866755097.00,31,37.993.298.276.909,10.044.463.378.805,,,,
4666,PUNTOS DE MEDIDA URBANOS,"35029",Av.Bruselas S-N - Av.Bruselas-Pl.Venecia,447700166992647.00,443886508230829.00,31,-59.594.945.360.687,16.853.351.139.400,,,,
4410,PUNTOS DE MEDIDA URBANOS,"19008",Fuencarral. 117 S-N - Sandoval-Gta. Bilbao,447591724352938.00,440503666080221.00,31,35.601.743.332.727,76.690.683.352.471,,,,
9962,PUNTOS DE MEDIDA URBANOS,"23017",Dr.Jimenez Diaz  O-E - Salida aparcamiento Hospital,447698808478831.00,439118019187878.00,31,-19.634.078.456.353,61.863.663.685.574,,,,
4476,PUNTOS DE MEDIDA URBANOS,"23032",Beatriz de Bobadilla E-O - Justo Dorado-Ju·n XXIII,447799447637488.00,439389658428717.00,31,26.216.069.701.141,80.076.021.533.871,,,,
4585,PUNTOS DE MEDIDA URBANOS,"33001",P∫ Castellana N-S - M-30 -Av. Monforte de  Lemos,448106776757671.00,441890211519031.00,31,-23.940.708.555.369,-54.504.086.795.395,,,,
4587,PUNTOS DE MEDIDA URBANOS,"33003",Salida T˙neL Pio XII E-O - Mauricio Legendre-P∫ Castellana,448089530944229.00,441999909573418.00,31,-58.578.923.988.894,17.034.177.598.926,,,,
4588,PUNTOS DE MEDIDA URBANOS,"33004",Padre Fco. Palau y Quer O-E - Castellana - Mauricio Legendre,448082005355371.00,441978916523134.00,31,-96.636.670.829.522,21.102.714.507.827,,,,
4590,PUNTOS DE MEDIDA URBANOS,"33006",Salida T˙nel N-S(P∫ Castellana)a 90mts - Salida T˙nel N-S(P∫ Castellana)a 90mts,448090889201431.00,441861766610418.00,31,-13.720.733.403.545,44.999.078.159.144,,,,
4591,PUNTOS DE MEDIDA URBANOS,"33007",Salida T˙nel N-S(P∫ Castellana)a 50mts - Salida T˙nel N-S(P∫ Castellana)a 50mts,448085073926786.00,441848967773684.00,31,39.167.055.736.485,-29.788.874.684.186,,,,
4592,PUNTOS DE MEDIDA URBANOS,"33008",Av. Monforte  Lemos O-E - Av.Monforte de Lemos-Magnolias,448102729687462.00,441610804904333.00,31,-38.894.636.969.031,25.844.173.250.713,,,,
4593,PUNTOS DE MEDIDA URBANOS,"33009",Av.Monforte de Lemos E-O - P∫Castellana-Av.Monforte de Lemos,448094299182549.00,441810499901511.00,31,-18.944.328.689.658,-43.364.783.654.408,,,,
4595,PUNTOS DE MEDIDA URBANOS,"33011",Sinesio Delgado O-E - Carlos III-Magnolias,448085633162869.00,441579835782268.00,31,38.897.024.097.423,26.226.673.280.940,,,,
5425,PUNTOS DE MEDIDA URBANOS,"43014",Av.IlustraciÛn O-E - Av.Betanzos-Centro CÌvico,448155539634862.00,439840521225184.00,31,38.502.423.085.189,-33.340.087.639.402,,,,
5426,PUNTOS DE MEDIDA URBANOS,"43015",Av.IlustraciÛn O-E - Centro CÌvico-Ginzo de Limia,448164936877974.00,440196317688492.00,31,38.911.639.485.835,37.963.569.772.782,,,,
5429,PUNTOS DE MEDIDA URBANOS,"43018",Av.IlustraciÛn E-O - Nudo Norte-Arzobispo Morcillo,448197733650778.00,440943416511121.00,31,11.877.365.983.312,-39.121.076.880.076,,,,
5431,PUNTOS DE MEDIDA URBANOS,"43020",Ginzo de Limia S-N - Av.Monforte de Lemos-Av.IlustraciÛn,44814980122164.00,440400058992451.00,31,-68.252.777.474.322,-21.346.933.950.807,,,,
5432,PUNTOS DE MEDIDA URBANOS,"43021",Ginzo de Limia N-S - FermÌn Caballero-Av.IlustraciÛn,448180702879248.00,440292880264912.00,31,65.372.937.094.533,-14.247.687.910.569,,,,
5433,PUNTOS DE MEDIDA URBANOS,"43022",Arzobispo Morcillo S-N - Hospital-Av.IlustraciÛn,448180140092266.00,440888503589892.00,31,15.745.003.192.489,-40.353.236.237.250,,,,
5424,PUNTOS DE MEDIDA URBANOS,"43013",Av.IlustraciÛn E-O - Centro CÌvico-Av.Betanzos,448156703136085.00,43983977022663.00,31,27.504.854.824.976,-83.684.537.939.995,,,,
5538,PUNTOS DE MEDIDA URBANOS,"61025",P∫ de la Habana S-N - Jerez-Menendez Pidal,447985999980865.00,442511408706493.00,31,-25.666.739.247.214,-63.924.338.027.921,,,,
5543,PUNTOS DE MEDIDA URBANOS,"61031",Av.Pio XII N-S - Macarena-Alfonso XII,447940946197836.00,442762212707675.00,31,14.688.164.478.781,-48.085.016.114.053,,,,
5637,PUNTOS DE MEDIDA URBANOS,"62022",Capit·n Haya S-N - Sor Angela de la Cruz-Francisco Gerv·s,447921495833886.00,441445547677876.00,31,-15.519.565.751.880,-33.781.249.529.801,,,,
5638,PUNTOS DE MEDIDA URBANOS,"62023",Capit·n Haya S-N - Francisco Gervas-Rosario Pino,447937058223724.00,441455019516339.00,31,10.284.108.998.111,27.346.148.759.047,,,,
5645,PUNTOS DE MEDIDA URBANOS,"62029",Sor Angela de la Cruz E-O - Pl.de Cuzco-Capit·n Haya,447915680145396.00,441519382005911.00,31,-48.969.624.916.884,10.983.293.571.110,,,,
5639,PUNTOS DE MEDIDA URBANOS,"62024",Capit·n Haya S-N - Jose Cast·n TobeÒas-Bravo Murillo,447974959826823.00,441486682045139.00,31,-21.903.273.861.347,-68.776.827.649.024,,,,
5641,PUNTOS DE MEDIDA URBANOS,"62026",Pedro Teixeira O-E - Orense-Av.del Brasil,447870524162906.00,441267171039462.00,31,68.144.878.402.290,-16.098.633.616.934,,,,
5642,PUNTOS DE MEDIDA URBANOS,"62027",General Yag¸e E-O - P∫Castellana-Capitan Haya,447883129070572.00,441491743356373.00,31,-11.906.893.728.700,31.265.390.631.566,,,,
5646,PUNTOS DE MEDIDA URBANOS,"62030",Sor Angela de la Cruz O-E - Orense-Capit·n Haya,447916239331923.00,441325672616721.00,31,-37.780.205.309.437,82.815.971.608.933,,,,
5643,PUNTOS DE MEDIDA URBANOS,"62028",General Yag¸e O-E - Orense-Capit·n Haya,447884113675465.00,441320155743716.00,31,42.152.909.927.401,71.216.644.471.221,,,,
5673,PUNTOS DE MEDIDA URBANOS,"62059",Sor Angela de la Cruz E-O - Orense-Iinfanta Mercedes,4479213675968.00,441173345548619.00,31,93.979.829.769.123,-25.170.869.557.218,,,,
5679,PUNTOS DE MEDIDA URBANOS,"62067",Francisco Gerv·s E-O - Orense-Infanta Mercedes,447936097688552.00,441242518954389.00,31,24.776.337.960.936,61.610.368.963.297,,,,
5682,PUNTOS DE MEDIDA URBANOS,"62072",Lope de Haro E-O - Bravo Murillo-Ju·n Risco,447897746561436.00,440614101670958.00,31,71.228.011.627.382,19.554.854.518.027,,,,
5691,PUNTOS DE MEDIDA URBANOS,"62081",Bravo Murillo N-S(Giro a Gral.Yag¸e) - Maria Zayas-Lope de Haro,447903822208419.00,440666887021121.00,31,12.183.337.185.052,26.931.825.009.163,,,,
5692,PUNTOS DE MEDIDA URBANOS,"62082",Bravo Murillo S-N - Rosa Silva-OÒate,447965665530325.00,441075441455885.00,31,26.339.052.194.640,-59.713.652.253.310,,,,
