idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude,,,,
4465,PUNTOS DE MEDIDA URBANOS,"22300", Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2) -  Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2),447716184753974.00,441416955655809.00,31,23.376.117.010.577,72.859.037.790.739,,,,
4469,PUNTOS DE MEDIDA URBANOS,"22304", P∫ Castellana N-S(Delante G.3.salida) (P.M.1) -  P∫ Castellana N-S(Delante G.3.salida) (P.M.1),447708044920066.00,441452989323758.00,31,-94.074.840.312.648,25.217.281.476.183,,,,
4652,PUNTOS DE MEDIDA URBANOS,"35011",Cartagena S-N - Eraso-Maria Teresa,447644866549522.00,443264701843793.00,31,-15.703.295.191.086,-51.229.437.113.588,,,,
4672,PUNTOS DE MEDIDA URBANOS,"35038",Brescia E-O - Av.Brasilia-Av.Bruselas,447662107770424.00,443890129279317.00,31,-78.804.150.990.776,-17.649.842.825.886,,,,
4674,PUNTOS DE MEDIDA URBANOS,"35040",MartÌnez Izquierdo O-E - Francisco Altimiras-Av.Brasilia,447648317317873.00,443932310931583.00,31,75.035.586.746.053,20.725.133.482.508,,,,
4675,PUNTOS DE MEDIDA URBANOS,"35041",Puente Calero E-O - Av.de la Paz-Av.Brasilia,447646601065255.00,444180089216308.00,31,61.034.722.707.093,18.015.081.253.959,,,,
4676,PUNTOS DE MEDIDA URBANOS,"35042",Roberto Domingo S-N - Av.Toreros-Av.Donostiarra,447638392996177.00,444031521852405.00,31,-25.535.156.447.122,-56.496.416.390.276,,,,
5441,PUNTOS DE MEDIDA URBANOS,"43030",Santiago de Compostela O-E - Ginzo  Limia-Arzobispo Morcillo,448185729329485.00,440802881601443.00,31,20.614.286.147.115,64.998.243.143.418,,,,
5451,PUNTOS DE MEDIDA URBANOS,"60004",P∫Castellana N-S - Fco.Gerv·s-Sor Angela de la Cruz,447933934859297.00,441614758955681.00,31,53.948.066.280.716,11.664.235.920.939,,,,
5505,PUNTOS DE MEDIDA URBANOS,"60062",Padre Dami·n S-N - Falla-Profesor Waksman,447870189256345.00,441855795186191.00,31,71.155.237.118.394,15.881.101.378.141,,,,
5506,PUNTOS DE MEDIDA URBANOS,"60063",Padre Dami·n N-S - Falla-Rafael Salgado,447869213837463.00,441849112566813.00,31,-19.574.017.331.836,62.277.441.966.062,,,,
5507,PUNTOS DE MEDIDA URBANOS,"60064",Rafael Salgado O-E - P∫Castellana-Padre Dami·n,447859112473927.00,441746767168361.00,31,94.363.482.423.085,22.051.004.065.450,,,,
5509,PUNTOS DE MEDIDA URBANOS,"60067",Lateral P∫Castellana S-N - Ju·n Gris-Gral.Yag¸e,447897140690339.00,441555342585765.00,31,-97.931.853.061.916,-21.363.263.544.342,,,,
5680,PUNTOS DE MEDIDA URBANOS,"60068",Ju·n Gris O-E - Capit·n Haya-P∫Castellana,44789857369652.00,441516913735469.00,31,-14.477.580.286.456,37.418.945.283.531,,,,
4696,PUNTOS DE MEDIDA URBANOS,"90011",P∫ Imperial  E-O - JemenuÒo-Ronda de Segovia,447370792200035.00,439197733659758.00,31,-53.477.901.408.471,12.691.196.397.106,,,,
3444,PUNTOS DE MEDIDA URBANOS,"90012", P∫ MelancÛlicos S-N - P∫ Imperial-Ronda de Segovia,447376686553527.00,439148595439744.00,31,-69.742.286.076.367,-15.154.183.007.039,,,,
10038,PUNTOS DE MEDIDA URBANOS,"90013",Arganda N-S - Valdelasierra -YeserÌas,447233069680193.00,440325147217921.00,31,-95.685.536.703.497,-31.469.994.308.458,,,,
3477,PUNTOS DE MEDIDA URBANOS,"90016",Ronda de Segovia E-O - Carlos Arniches-Puerta Toledo,447332665630535.00,4398285688076.00,31,44.880.198.582.698,97.139.490.174.321,,,,
3478,PUNTOS DE MEDIDA URBANOS,"90017",Gran VÌa de San Francisco N-S - Aguila-Puerta Toledo,447347725110143.00,439651146646676.00,31,-50.512.510.479.700,-13.196.413.921.308,,,,
4697,PUNTOS DE MEDIDA URBANOS,"90018", Toledo S-N - Santa Casilda-Puerta Toledo,447316842104781.00,439669424605358.00,31,-40.874.412.768.730,91.543.619.017.660,,,,
4691,PUNTOS DE MEDIDA URBANOS,"90006",P∫ MelancÛlicos E-O - San Epifanio-P∫ Pontones,447297223754525.00,438996424113325.00,31,-71.790.711.186.361,-15.400.503.931.889,,,,
7023,PUNTOS DE MEDIDA URBANOS,"97112",MÈndez Alvaro N-S - √Åncora - Canarias,447280890104723.00,441768481252771.00,31,-10.566.286.718.523,24.598.320.542.033,,,,
4050,PUNTOS DE MEDIDA URBANOS,"97103",Dr.Esquerdo 63 S-N - Ibiza-O¬¥Donnell,447475532485212.00,443354100389982.00,31,-74.741.428.263.789,20.611.678.305.341,,,,
4056,PUNTOS DE MEDIDA URBANOS,"97105",O¬¥Donell 52 O-E - MaÌquez - Dr.Esquerdo,44749370607974.00,443222400178088.00,31,42.830.386.779.699,70.804.061.548.253,,,,
4051,PUNTOS DE MEDIDA URBANOS,"97106",O¬¥Donell 69 E-O - Iturbe-Dr.Esquerdo,447489498175426.00,443488982396251.00,31,-15.755.806.962.127,-51.423.433.001.805,,,,
4059,PUNTOS DE MEDIDA URBANOS,"97107",Dr.Esquerdo 43 S-N - Jorge Juan - Fundadores,447521559829306.00,443386422456306.00,31,-22.271.166.466.551,49.257.076.675.749,,,,
7076,PUNTOS DE MEDIDA URBANOS,"97108",MÈndez Alvaro S-N - Garganta de los Montes-Comercio,447252506727444.00,442029185000786.00,31,-19.566.971.252.934,-62.295.694.312.828,,,,
6098,PUNTOS DE MEDIDA URBANOS,"47038",C/. Dalia - JazmÌn-Arturo Soria,448140715823441.00,443619624221818.00,31,-34.126.884.689.081,83.856.528.562.991,,,,
3778,PUNTOS DE MEDIDA URBANOS,"47409",Av. San Luis  - Arturo Soria-Mesena,448087405120536.00,443684716738538.00,31,-59.640.270.360.932,13.405.108.245.123,,,,
6133,PUNTOS DE MEDIDA URBANOS,"53001",Av. MarquÈs de Corbera  - M30-Ricardo OrtÌz,447501549128614.00,444385344406904.00,31,14.429.089.791.100,47.526.756.685.135,,,,
3649,PUNTOS DE MEDIDA URBANOS,"53033",C/. Ezequiel Solana  - Ezequiel Solana-Francisco Villaespesa,447575508655476.00,445532386285821.00,31,-44.396.479.272.143,98.171.857.997.701,,,,
6162,PUNTOS DE MEDIDA URBANOS,"53034",C/. Ezequiel Solana  - Servando Batanero- Francisco Villaespesa,447588785463923.00,445449132996307.00,31,-41.784.972.438.482,91.505.299.783.797,,,,
6163,PUNTOS DE MEDIDA URBANOS,"53035",C/. Ezequiel Solana  - Ezequiel Solana-Vital Aza,447601546870144.00,445375931390962.00,31,-73.778.288.781.267,20.512.123.428.988,,,,
3648,PUNTOS DE MEDIDA URBANOS,"53030",Lago Constanza (puerta Principal Cementerio) - Lago Constanza-Av. Daroca,447544954264055.00,445358966751153.00,31,-89.105.820.310.519,19.476.727.833.800,,,,
6160,PUNTOS DE MEDIDA URBANOS,"53031",Av. Daroca - Francisco Villaespesa-Av. Daroca,447557563888295.00,445348225997524.00,31,-11.939.052.580.603,-39.763.608.622.344,,,,
6161,PUNTOS DE MEDIDA URBANOS,"53032",C/. JosÈ MarÌa Pereda  - Servando Batanero-Francisco Villaespesa,44758280491192.00,445164974235417.00,31,32.230.307.386.209,70.585.511.082.963,,,,
6183,PUNTOS DE MEDIDA URBANOS,"53405",C/. Francisco Villaespesa - Francisco Villaespesa-Lago Constanza,447579921980831.00,445338041494688.00,31,-11.886.436.758.724,-31.604.618.128.991,,,,
6184,PUNTOS DE MEDIDA URBANOS,"53406",C/. Francisco Villaespesa - Francisco Villaespesa-Salas Barbadillo,447580192702662.00,445382465097105.00,31,-19.818.800.133.012,63.737.663.201.116,,,,
3783,PUNTOS DE MEDIDA URBANOS,"54017",Av. Vic·lvaro a Canillejas - Av. Vic·lvaro a Canillejas-Pl. Vicalvarada,447374065083387.00,448356463141956.00,31,59.841.993.356.940,-14.491.721.455.944,,,,
6206,PUNTOS DE MEDIDA URBANOS,"54018",C/. Villablanca  - Los Manantiales-P∫ Artilleros,447355026335132.00,448494039789418.00,31,30.834.454.688.398,-95.474.911.285.653,,,,
6207,PUNTOS DE MEDIDA URBANOS,"54019",C/. Villablanca  - Villajimena- Los Manantiales,447337715135464.00,448813740778744.00,31,34.993.696.209.841,-76.933.293.542.667,,,,
6234,PUNTOS DE MEDIDA URBANOS,"55014",Puente Felipe Juvara - A2-Pl. Yucat·n,447808929532955.00,447001914379533.00,31,41.177.949.148.342,23.765.024.555.018,,,,
6235,PUNTOS DE MEDIDA URBANOS,"55015",Av. de los Andes - Abelias-Pl. Yucat·n,447833165332598.00,446963456465951.00,31,42.154.866.135.234,-44.204.050.982.435,,,,
6236,PUNTOS DE MEDIDA URBANOS,"55016",Av. de los Andes - Abelias-Gta. Mar Caribe,447851640725254.00,447182394612995.00,31,41.705.961.535.123,34.481.836.776.168,,,,
6237,PUNTOS DE MEDIDA URBANOS,"55017",Av. de los Andes - Mitra-Gta. Mar Caribe,447866000656466.00,447425373886845.00,31,92.289.898.978.029,-30.597.255.486.146,,,,
6239,PUNTOS DE MEDIDA URBANOS,"55022",C/. Emigrantes - Mota del Cuervo-Tribaldos,44799269961922.00,446153696035808.00,31,-59.825.723.055.330,-13.223.714.293.824,,,,
6240,PUNTOS DE MEDIDA URBANOS,"55023",C/. Emigrantes - Tribaldos-Ctra. Canillas,447992010161449.00,446143581066261.00,31,84.894.580.827.020,27.823.712.611.585,,,,
4818,PUNTOS DE MEDIDA URBANOS,"26008",P? TALLERES O-E(ARROYOBUENO-ALCOCER),446692179598922.00,440637505420722.00,31,-86.236.187.059.362,-28.180.401.348.822,,,,
4819,PUNTOS DE MEDIDA URBANOS,"26009",ALCOCER O-E(LITOS-P?TALLERES),446700894517187.00,440604515995028.00,31,-41.803.463.699.627,70.444.566.719.573,,,,
4820,PUNTOS DE MEDIDA URBANOS,"26010", VERBENA PALOMA O-E,446831722490274.00,441239422563443.00,31,24.471.749.144.076,60.899.766.733.646,,,,
4821,PUNTOS DE MEDIDA URBANOS,"26011", UNANIMIDAD E-O,446826115374436.00,441198367035747.00,31,-10.827.234.960.063,-28.636.062.038.527,,,,
4828,PUNTOS DE MEDIDA URBANOS,"26019",VERBENA DE LA PALOMA O-E (PAN Y TOROS),446825080342665.00,441127129354201.00,31,89.070.179.543.077,19.207.916.882.238,,,,
4813,PUNTOS DE MEDIDA URBANOS,"26006",V.DESAMPARAD N-S(ANOETA-ALCOCER),446708964835963.00,440769636287507.00,31,-94.425.280.430.893,20.564.295.338.984,,,,
4817,PUNTOS DE MEDIDA URBANOS,"26007",ALCOCER GIRO A V. DE LOS DESAMPARADOS,446700027881913.00,440774954221247.00,31,25.099.836.407.067,56.921.668.639.333,,,,
4901,PUNTOS DE MEDIDA URBANOS,"37014",VALMOJADO S-N(VALMOJADO.53-VALMOJADO.49),44721975302014.00,435809011708941.00,31,53.125.231.043.102,14.957.747.615.711,,,,
5187,PUNTOS DE MEDIDA URBANOS,"81007",V.CARPET.GIRO N-E(CARAMUEL-ERM.STO),447256768114082.00,437851218744274.00,31,16.605.587.670.079,-41.991.167.749.473,,,,
5300,PUNTOS DE MEDIDA URBANOS,"85023",MARQUES JURA REAL S-N,447177992871121.00,439915093608597.00,31,-86.611.921.043.825,23.276.414.705.431,,,,
5319,PUNTOS DE MEDIDA URBANOS,"86015",AVIACION E-O(NAVALMO.DE LA MATA-MIRABEL),446993044967333.00,433876036066235.00,31,-30.911.273.413.014,-65.964.007.385.509,,,,
5323,PUNTOS DE MEDIDA URBANOS,"86020",MONROY N-S(GRAL. FANJUL-AVIACION),447017430403981.00,433607044515629.00,31,-36.316.387.686.701,38.281.137.151.230,,,,
5324,PUNTOS DE MEDIDA URBANOS,"86021",AVIACION O-E(VALLE INCLAN-RAFAEL FINAT),446982632717752.00,434316163754178.00,31,-74.497.200.977.768,19.929.593.527.114,,,,
5325,PUNTOS DE MEDIDA URBANOS,"86022",AV.AVIACION  E-O(MIRABEL-MONROY),447005357906601.00,433661726173473.00,31,-36.896.952.623.676,-10.611.645.294.304,,,,
3590,PUNTOS DE MEDIDA URBANOS,"94008",R. PINTO NE-SO(V.TOBALINA-MONTEJO),446554404080047.00,439691081072128.00,31,-44.309.505.356.082,93.404.126.305.921,,,,
5407,PUNTOS DE MEDIDA URBANOS,"29004",AV. COMPLUTENSE S-N(FRENTE A FACULTAD FARMACIA-PARANINFO),447783809610393.00,438396432097245.00,31,80.584.274.590.538,21.694.181.930.089,,,,
5408,PUNTOS DE MEDIDA URBANOS,"29005",PROFESOR ARANGUREN O-E(EDUARDO SAAVEDRA-AV.COMPLUTENSE),447795365316593.00,438255471633781.00,31,11.467.701.686.675,26.380.939.242.172,,,,
5409,PUNTOS DE MEDIDA URBANOS,"29006", BOTANICO E-O(ENTRADA AV. COMPLUTENSE),447771340754264.00,438434449123351.00,31,14.323.763.669.152,-46.352.642.631.898,,,,
6822,PUNTOS DE MEDIDA M-30,"PM31453",PM31453,447090026069612.00,439182494022178.00,31,-52.537.778.328.551,-11.271.915.002.941,,,,
6868,PUNTOS DE MEDIDA M-30,"14NL24PM01",14NL24PM01,447193848825239.00,440506944912487.00,31,22.888.375.642.958,57.078.002.358.243,,,,
1033,PUNTOS DE MEDIDA M-30,"15RH53PM01",15RH53PM01,447248775806729.00,439471712073199.00,31,-58.935.994.318.560,13.113.846.647.687,,,,
6864,PUNTOS DE MEDIDA M-30,"15RR41PM01",15RR41PM01,447243358734801.00,439743158485699.00,31,23.073.786.195.556,57.378.669.190.169,,,,
6847,PUNTOS DE MEDIDA M-30,"16NC07PM01",16NC07PM01,447263538543432.00,439023609091245.00,31,-73.915.960.087.029,23.599.816.493.157,,,,
6877,PUNTOS DE MEDIDA M-30,"12NC07PM01",12NC07PM01,447139602046276.00,441957773041858.00,31,-24.878.626.101.992,77.148.759.165.299,,,,
6845,PUNTOS DE MEDIDA M-30,"16NC75PM01",16NC75PM01,447320547904602.00,438817817275878.00,31,47.320.126.985.302,11.488.759.620.885,,,,
6843,PUNTOS DE MEDIDA M-30,"17XC08PM01",17XC08PM01,447344221080135.00,438806131058097.00,31,14.254.155.483.643,46.197.603.887.614,,,,
6838,PUNTOS DE MEDIDA M-30,"18XC11PM01",18XC11PM01,447446379106588.00,438779798491928.00,31,-36.666.198.854.006,10.749.473.078.986,,,,
1013,PUNTOS DE MEDIDA M-30,"18XC46PM01",18XC46PM01,447482959419237.00,43881350730207.00,31,14.039.990.203.474,-45.554.257.974.092,,,,
1019,PUNTOS DE MEDIDA M-30,"13XL49PM01",13XL49PM01,447119061936689.00,440975711204412.00,31,12.490.764.667.176,27.624.218.489.127,,,,
7145,PUNTOS DE MEDIDA M-30,"14NC96PM01",14NC96PM01,44723092779474.00,439815647216469.00,31,23.908.918.352.343,73.911.285.891.319,,,,
3728,PUNTOS DE MEDIDA URBANOS,"11008",Guillermo de Osma E-O - Alonso Carbonel-Benito Valderas,447192319082541.00,440984681453856.00,31,-20.962.596.045.678,-66.020.145.831.357,,,,
3614,PUNTOS DE MEDIDA URBANOS,"11009",P∫ Chopera E-O - Jaime el Conquistador-Fernando Poo,44720003523058.00,440714151272232.00,31,-22.565.869.440.688,-56.360.676.842.637,,,,
4085,PUNTOS DE MEDIDA URBANOS,"11012",Divino VallÈs O-E - Fernando Poo-Jaime el Conquistador,447220972755449.00,440792350263751.00,31,14.457.405.180.276,-47.097.239.135.438,,,,
4102,PUNTOS DE MEDIDA URBANOS,"11031",Bronce E-O - Hierro-Embajadores,447124185004563.00,441527403522155.00,31,28.735.260.494.898,87.514.291.379.740,,,,
4122,PUNTOS DE MEDIDA URBANOS,"12015",P∫ Delicias S-N - Pl. Legazpi-Pl. Beata M™Ana Jesus,447175563751972.00,441131101350535.00,31,-64.182.365.961.905,-17.839.902.256.994,,,,
4123,PUNTOS DE MEDIDA URBANOS,"12016",Guillermo de Osma O-E - Domingo P. Val - Pl.Beata M™Ana Jesus,44719293235721.00,441049097342153.00,31,31.613.420.010.560,95.056.994.164.185,,,,
4149,PUNTOS DE MEDIDA URBANOS,"12043",Ancora E-O - Rafael Riego-P∫ Delicias,4472920023762.00,441356885561955.00,31,80.568.920.954.584,17.404.022.338.983,,,,
4150,PUNTOS DE MEDIDA URBANOS,"12044",General Lacy N-S - Bustamante-Ramirez Prado,447266268476626.00,441469551738864.00,31,-11.050.447.058.602,-24.501.704.107.842,,,,
4151,PUNTOS DE MEDIDA URBANOS,"12045",Ramirez Prado O-E - P∫ Delicias-Juan de Mariana,44726133674241.00,441388407105945.00,31,84.628.394.307.653,27.622.968.905.233,,,,
3759,PUNTOS DE MEDIDA URBANOS,"13003",Alfonso XII S-N - Giro a Antonio Maura,447435358897233.00,441661926834587.00,31,70.956.458.881.140,16.753.805.548.957,,,,
4121,PUNTOS DE MEDIDA URBANOS,"12014",Embajadores S-N - Granito-Pl. Beata M™Ana Jesus,447181743622238.00,441218657026115.00,31,23.292.395.251.989,-58.144.000.619.191,,,,
4177,PUNTOS DE MEDIDA URBANOS,"13034",Marques Valdavia. 9 O-E - Sta Maria Cabeza-Ronda Atocha,447320194216511.00,44109173399902.00,31,58.296.928.554.770,-16.365.851.879.868,,,,
4178,PUNTOS DE MEDIDA URBANOS,"13035",Batalla del Salado N-S - Delicias-Palos Frontera,447305931303834.00,441069642773272.00,31,-42.641.707.698.712,76.467.129.239.632,,,,
3692,PUNTOS DE MEDIDA URBANOS,"13037",Jose Antonio Armona N-S - Sebastian Elcano-Sta Maria Cabeza,447315234186059.00,440961479028022.00,31,23.095.189.972.044,-71.964.657.214.277,,,,
4180,PUNTOS DE MEDIDA URBANOS,"13038",Ferrocarril O-E - Sta Maria Cabeza-Batalla del Salado,447270988704035.00,440844801928828.00,31,-28.480.513.832.227,-61.510.437.224.777,,,,
4181,PUNTOS DE MEDIDA URBANOS,"13039",Embajadores N-S - Sta Maria Cabeza-General Palanca,447259972177039.00,440808378490081.00,31,-16.693.855.869.897,36.076.140.922.785,,,,
4182,PUNTOS DE MEDIDA URBANOS,"13040",Sta Maria Cabeza N-S - Embajadores-PeÒuelas,447265961487712.00,440728264075782.00,31,46.460.824.831.593,-10.594.222.645.597,,,,
4183,PUNTOS DE MEDIDA URBANOS,"13041",Sta M™Cabeza Entr.Calle30 Ext Sent A4(Desde Fdez.Ladreda) - Sta M™Cabeza Entr.Calle30 Ext Sent A4(Desde Fdez.Ladreda),447191084257956.00,440230802352551.00,31,-52.502.333.340.741,-11.455.189.633.957,,,,
4205,PUNTOS DE MEDIDA URBANOS,"14007",Atocha E-O - San Eugenio-Moratin,447387439514076.00,440935067837145.00,31,-23.560.987.881.982,-73.245.886.744.591,,,,
4206,PUNTOS DE MEDIDA URBANOS,"14008",Atocha E-O - San Pedro-San Eugenio,447380161833858.00,441046930004267.00,31,-49.135.399.864.231,-14.049.418.127.475,,,,
4207,PUNTOS DE MEDIDA URBANOS,"14009", Marques de la Valdavia S-N - Entrada Cruce,447331939771871.00,44104902617347.00,31,94.682.545.832.621,22.081.969.529.150,,,,
4208,PUNTOS DE MEDIDA URBANOS,"14010",Mallorca N-S - Dr.Fourquet -Ronda Atocha,447339164630834.00,440892811926618.00,31,-41.634.426.647.788,67.806.809.791.373,,,,
4209,PUNTOS DE MEDIDA URBANOS,"14011",Ronda Atocha E-O - Marques Valdavia-Mallorca,447332554093793.00,4409642996137.00,31,14.327.880.658.572,-32.974.136.774.938,,,,
3722,PUNTOS DE MEDIDA URBANOS,"14012",Fray Luis de Leon S-N - Palos Frontera-Ronda Valencia,447319480442701.00,440791484167852.00,31,-16.746.473.877.644,36.386.492.002.263,,,,
4340,PUNTOS DE MEDIDA URBANOS,"17004",P∫ Moret  O-E - Martin de los Heros-Princesa,447642842733448.00,438969758782318.00,31,41.563.719.136.323,73.675.273.294.558,,,,
5489,PUNTOS DE MEDIDA URBANOS,"60043",General PerÛn O-E - Dulcinea-Comandante Zorita,447842960335459.00,440832209547833.00,31,88.000.292.768.775,28.816.694.487.553,,,,
5531,PUNTOS DE MEDIDA URBANOS,"61017",Av.Burgos N-S - Ntra.Sra. del Recuerdo- Pl.Duque de Pastrana,448022546494869.00,442705242456788.00,31,-39.050.320.208.634,-16.168.928.301.049,,,,
5576,PUNTOS DE MEDIDA URBANOS,"61065",Alberto Alcocer O-E - LÌgula-Condes de Val,447908987846035.00,442166936270333.00,31,54.897.417.816.810,15.207.981.364.648,,,,
5614,PUNTOS DE MEDIDA URBANOS,"61110",Mateo Inurria E-O - P∫ de la Habana-Av.del Recuerdo,448008954057153.00,442478598979397.00,31,-61.344.534.050.075,-17.211.362.444.355,,,,
5617,PUNTOS DE MEDIDA URBANOS,"61113",Pte Costa Rica E-O(Entrada T˙nel) - Arturo Soria-JosÈ M™Soler,4479199506864.00,443621793298749.00,31,68.616.163.992.127,15.066.722.396.248,,,,
7093,PUNTOS DE MEDIDA URBANOS,"61115",Acceso M-30(T˙nel)E-O - M-30-Pl.JosÈ M¬™Soler,447923431981241.00,443540049638877.00,31,10.662.401.879.107,-28.454.201.816.583,,,,
5672,PUNTOS DE MEDIDA URBANOS,"62058",Infanta Mercedes S-N - Pensamiento-Sor Angela de la Cruz,447919898113478.00,441031144031263.00,31,30.574.895.547.504,66.339.459.374.917,,,,
5674,PUNTOS DE MEDIDA URBANOS,"62060",Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo,447928258693744.00,441033790935514.00,31,57.717.541.157.037,13.721.248.766.701,,,,
3751,PUNTOS DE MEDIDA URBANOS,"62061",Sor Angela de la Cruz O-E(Lateral) - Bravo Murillo-Infanta Mercedes,447927874536589.00,440981159987041.00,31,15.517.441.618.172,-33.740.437.717.034,,,,
5733,PUNTOS DE MEDIDA URBANOS,"63046",BasÌlica O-E - Cte.Zorita-Gral.MoscardÛ,4478069178145.00,4409199308561.00,31,-40.748.560.431.348,-58.515.603.929.093,,,,
5697,PUNTOS DE MEDIDA URBANOS,"63009",Bravo Murillo S-N - Gta.Cuatro Caminos-Hernani,447787874137647.00,440423373359395.00,31,-37.878.924.926.594,-51.953.956.836.881,,,,
5731,PUNTOS DE MEDIDA URBANOS,"63044",Gral.MoscardÛ S-N - BasÌlica-Reina Mercedes,447814796245401.00,441025820260569.00,31,-26.665.880.535.932,-60.430.830.633.758,,,,
3427,PUNTOS DE MEDIDA URBANOS,"63004",Bravo Murillo N-S - San Raimundo-Carolina,447833450788953.00,440472180905347.00,31,18.357.109.710.767,-46.462.318.465.628,,,,
5695,PUNTOS DE MEDIDA URBANOS,"63005",Bravo Murillo N-S - Ju·n Pantoja- Carnicer,4478137531068.00,440447864391723.00,31,23.684.863.801.270,-51.360.471.932.251,,,,
3583,PUNTOS DE MEDIDA URBANOS,"63006",Bravo Murillo N-S - Carnicer-Almansa,447804481394429.00,440437103541248.00,31,11.410.177.682.765,24.651.457.758.951,,,,
5696,PUNTOS DE MEDIDA URBANOS,"63008",Sta.Engracia S-N - Maudes-Gta.Cuatro Caminos,447764571248381.00,44046875968281.00,31,22.486.367.673.068,51.083.419.251.156,,,,
5735,PUNTOS DE MEDIDA URBANOS,"63048",Comandante Zorita N-S - Oviedo-Hernani,447801907635054.00,440885487941103.00,31,-17.975.463.376.512,57.491.609.267.645,,,,
5736,PUNTOS DE MEDIDA URBANOS,"63049",Hernani E-O - Gral.MoscardÛ-Cte.Zorita,447792950448184.00,440960544735878.00,31,-91.726.926.290.760,30.135.111.400.897,,,,
7069,PUNTOS DE MEDIDA URBANOS,"63061",Vallehermoso 102 S-N - Cea Berm˙dez -Av.Filipinas,44770158623431.00,440046679195553.00,31,28.583.785.420.885,62.595.453.025.820,,,,
5851,PUNTOS DE MEDIDA URBANOS,"41043",IncorporaciÛn Av. Albufera hacÌa M-40 - Av. Albufera hacÌa M-40,447093588959181.00,446348739701912.00,31,35.382.419.711.634,87.450.094.836.687,,,,
5852,PUNTOS DE MEDIDA URBANOS,"41044",Av. Monte Igueldo - Av. Monte Igueldo-Antonia Calas,447224549902103.00,443435966532588.00,31,-47.673.241.766.731,-10.835.747.103.256,,,,
5853,PUNTOS DE MEDIDA URBANOS,"41045",C/. Sierra de Javalambre - Francisco Iglesias-Av. Albufera,447234652903992.00,443472955706213.00,31,25.558.288.082.578,-63.852.619.804.866,,,,
5862,PUNTOS DE MEDIDA URBANOS,"41054",C/. CocherÛn de la Villa - CocherÛn de la Villa-Av. Albufera,447059932429653.00,446575155535098.00,31,-98.657.267.705.776,21.528.680.316.966,,,,
6687,PUNTOS DE MEDIDA M-30,"PM11301",PM11301,447083449102474.00,441402844816058.00,31,-16.063.899.570.859,35.469.437.794.889,,,,
6688,PUNTOS DE MEDIDA M-30,"PM11303",PM11303,447082873079751.00,441398133741172.00,31,38.369.206.168.001,11.295.525.036.776,,,,
5938,PUNTOS DE MEDIDA URBANOS,"44040",C/. Misterios - Misterios-Alcal·,447679811040178.00,445915686546733.00,31,-67.049.428.518.324,18.858.939.015.234,,,,
6683,PUNTOS DE MEDIDA M-30,"PM11161",PM11161,44712199630558.00,442312056334487.00,31,-41.339.220.311.336,-58.996.734.028.320,,,,
6684,PUNTOS DE MEDIDA M-30,"PM11168",PM11168,447120392820616.00,442314677402466.00,31,11.148.066.577.687,-36.895.287.823.945,,,,
6685,PUNTOS DE MEDIDA M-30,"PM11201",PM11201,447080309795997.00,4420086614405.00,31,13.738.080.808.755,30.426.456.741.259,,,,
6686,PUNTOS DE MEDIDA M-30,"PM11208",PM11208,447078996583617.00,44200737291185.00,31,59.994.924.979.873,17.696.275.702.165,,,,
5744,PUNTOS DE MEDIDA URBANOS,"91002",Bambz N-S(Consuegra-Av. Pio XII),448083000446598.00,44269928068139.00,31,34.253.547.635.088,-83.927.949.931.519,,,,
5745,PUNTOS DE MEDIDA URBANOS,"91003",Av. Pio XII E-O(Av. Burgos - Bambz),448069770887594.00,442749987370151.00,31,-15.113.493.610.279,39.083.150.855.612,,,,
5748,PUNTOS DE MEDIDA URBANOS,"91006",Av. Pio XII E-O (Marques de Torroja - Av. Burgos),448057492111792.00,442923731704583.00,31,-92.797.730.505.454,21.765.783.599.283,,,,
5749,PUNTOS DE MEDIDA URBANOS,"91007",Av. Burgos S-N (Buganvilla - Av. Pio XII),448054289064416.00,442814616050411.00,31,66.104.817.025.278,-14.374.362.095.570,,,,
5751,PUNTOS DE MEDIDA URBANOS,"91009", Marquis de Torroja E-O (delante G.5),448041353032094.00,442815693222557.00,31,38.459.609.971.229,83.408.725.372.746,,,,
5752,PUNTOS DE MEDIDA URBANOS,"91010",Salida T.V.E O-E(Delante G. 7),448039430557656.00,442759949596712.00,31,-29.370.560.705.378,-66.712.202.251.664,,,,
4734,PUNTOS DE MEDIDA URBANOS,"93017",Villaamil E-O(Salida Tznel-Camino Ganapanes),448011659288235.00,43972529255364.00,31,-72.900.559.555.930,15.737.202.559.923,,,,
4735,PUNTOS DE MEDIDA URBANOS,"93018",Chantada E-O(Av. Betanzos-Camino Ganapanes),448073717490606.00,439525795316996.00,31,53.720.467.176.446,-14.895.261.838.190,,,,
9884,PUNTOS DE MEDIDA URBANOS,"93021",Monforte de Lemos O-E(Candido Mateos-Cno. Ganapanes),448111012644001.00,439315841641628.00,31,-32.657.620.991.587,-97.220.127.823.475,,,,
9887,PUNTOS DE MEDIDA URBANOS,"93022",Camino Ganapanes S-N (La baqeza-Monforte de Lemos),448105485688319.00,439421285277777.00,31,-19.894.664.589.428,62.663.976.572.020,,,,
5220,PUNTOS DE MEDIDA URBANOS,"28032",ACAMAR ENTRE PICO OCEJON Y GOLONDRINA,447889665562113.00,433455665374201.00,31,33.637.974.514.802,74.440.552.492.801,,,,
