idelem;tipo_elem;identif;nombre;north; east; zone; longitude; latitude;;
10036;PUNTOS DE MEDIDA URBANOS;1017;Barbara Braganza O-E  - Conde Xiquena-Tamayo y Baus;4475226;441244;30;-3,692650821;40,42559365;;
3874;PUNTOS DE MEDIDA URBANOS;2022;Av, Mediterraneo O-E - Paso Inferior;4473344;443068;30;-3,670981391;40,40876641;;
3878;PUNTOS DE MEDIDA URBANOS;2030; Salida TVE Torrespana S-N - ;4474912;443906;30;-3,661243903;40,42294871;;
3889;PUNTOS DE MEDIDA URBANOS;2301; Pl, Conde Casal - Antes del Grupo 15;4473308;443279;30;-3,668491568;40,4084565;;
7035;PUNTOS DE MEDIDA URBANOS;2302; Interior Dr, Esquerdo N-S - Delante Grupo1;4474564;443324;30;-3,668073146;40,4197743;;
3890;PUNTOS DE MEDIDA URBANOS;2303; Dr, Esquerdo N-S - Delante Grupo 1 Salida;4474582;443324;30;-3,66807475;40,41993645;;
7034;PUNTOS DE MEDIDA URBANOS;2304; Ibiza E-O - Dr, Esquedo-Maiquez(Delante Grupo 4);4474581;443247;30;-3,668982248;40,4199222;;
3938;PUNTOS DE MEDIDA URBANOS;5010;Serrano N-S - Maldonado-Juan Bravo;4476355;441870;30;-3,68537491;40,4358082;;
3941;PUNTOS DE MEDIDA URBANOS;5013;Serrano N-S - Pedro Valdivia-Maria Molina;4476927;441914;30;-3,684908459;40,44096412;;
3942;PUNTOS DE MEDIDA URBANOS;5014;Hermanos Becquer N-S - General Oraa-Serrano;4476586;441812;30;-3,686079858;40,4378851;;
3943;PUNTOS DE MEDIDA URBANOS;5015;Hermanos Becquer S-N - Serrano-General Oraa;4476587;441826;30;-3,685914891;40,43789509;;
3976;PUNTOS DE MEDIDA URBANOS;6036;Francisco Silvela N-S - Gta, Lopez Hoyos-Principe Vergara;4477026;442416;30;-3,678998604;40,44189088;;
3962;PUNTOS DE MEDIDA URBANOS;6022;Juan Bravo  E-O - NuÒez de Balboa-Velazquez;4476233;442230;30;-3,681119567;40,43473425;;
3963;PUNTOS DE MEDIDA URBANOS;6023;Juan Bravo; 8 O-E - Claudio Coello-Lagasca;4476232;441990;30;-3,683948932;40,43470854;
3965;PUNTOS DE MEDIDA URBANOS;6025;Velazquez; 74 S-N - Ramon de la Cruz-Ortega y Gasset;4475829;442107;30;-3,682532864;40,43108627;
3973;PUNTOS DE MEDIDA URBANOS;6033;Principe Vergara N-S - Lopez Hoyos-Francisco Silvela;4477097;442530;30;-3,677660892;40,44253837;;
3974;PUNTOS DE MEDIDA URBANOS;6034;Francisco Silvela S-N - Av, America-San Fdo,del Jarama;4476786;442631;30;-3,67644194;40,4397437;;
3975;PUNTOS DE MEDIDA URBANOS;6035;Principe Vergara S-N - Maria Molina-Francisco Silvela;4476767;442516;30;-3,677796104;40,4395646;;
4012;PUNTOS DE MEDIDA URBANOS;8012;Diego de Leon; 23 O-E - NuÒez Balboa-Velazquez;4476460;442246;30;-3,680951567;40,43678029;
4013;PUNTOS DE MEDIDA URBANOS;8013;Diego de Leon; 51 E-O - General PardiÒas-Ppe, Vergara;4476433;442604;30;-3,676728391;40,43656184;
4015;PUNTOS DE MEDIDA URBANOS;8015;Goya; 34 O-E - Castello-Principe de Vergara;4475363;442317;30;-3,680014938;40,4269029;
3996;PUNTOS DE MEDIDA URBANOS;7007;Juan Bravo 64 O-E - Alcantara -Francisco Silvela;4476164;442994;30;-3,672106261;40,43416538;;
3579;PUNTOS DE MEDIDA URBANOS;7008;Juan Bravo 69 E-O - Alcantara-Conde PeÒalver;4476281;442853;30;-3,673779077;40,4352097;;
3997;PUNTOS DE MEDIDA URBANOS;7009;Conde PeÒalver; 64 S-N - Padilla-Juan Bravo;4476042;442842;30;-3,673887266;40,43305591;
4011;PUNTOS DE MEDIDA URBANOS;8011;Principe Vergara S-N - D,Ramon de la Cruz-Jose Ortega y Gasset;4475805;442448;30;-3,67851072;40,43089373;;
4230;PUNTOS DE MEDIDA URBANOS;14031;Embajadores S-N - Sta M™Cabeza-Palos de la Frontera;4472793;440714;30;-3,698671597;40,40363841;;
4231;PUNTOS DE MEDIDA URBANOS;14032;Embajadores N-S - Labrador-Sta M™Cabeza;4472826;440684;30;-3,69902819;40,40393355;;
4234;PUNTOS DE MEDIDA URBANOS;14034; Embajadores S-N - Palos Frontera-Sebastian Elcano;4472942;440627;30;-3,699710698;40,40497447;;
4235;PUNTOS DE MEDIDA URBANOS;14035;Palos de la Frontera E-O - Bernardino Obregon-Embajadores;4472917;440755;30;-3,698199997;40,40475838;;
4236;PUNTOS DE MEDIDA URBANOS;14036;Embajadores N-S - Moratines-Labrador;4472967;440601;30;-3,700019419;40,40519783;;
4238;PUNTOS DE MEDIDA URBANOS;14038;Ronda Toledo E-O - Embajadores-Ribera Curtidores;4473223;440212;30;-3,704627521;40,40747616;;
3669;PUNTOS DE MEDIDA URBANOS;14039;Embajadores-Ribera Curtidores) - Mira el Sol- Ronda Toledo;4473368;440097;30;-3,705996398;40,40877412;;
4665;PUNTOS DE MEDIDA URBANOS;35028;Av,Bruselas N-S - Pl,Venecia-Av,Bruselas;4477010;443880;30;-3,661735621;40,44184684;;
4407;PUNTOS DE MEDIDA URBANOS;19005;Alburquerque; 13 E-O - Cardenal Cisneros-Fuencarral;4476052;440551;30;-3,700896989;40,4329854;
4666;PUNTOS DE MEDIDA URBANOS;35029;Av,Bruselas S-N - Av,Bruselas-Pl,Venecia;4477001;443886;30;-3,661664082;40,44176617;;
4410;PUNTOS DE MEDIDA URBANOS;19008;Fuencarral; 117 S-N - Sandoval-Gta, Bilbao;4475917;440503;30;-3,701450226;40,43176583;
9962;PUNTOS DE MEDIDA URBANOS;23017;Dr,Jimenez Diaz  O-E - Salida aparcamiento Hospital;4476988;439118;30;-3,717880333;40,44131362;;
4476;PUNTOS DE MEDIDA URBANOS;23032;Beatriz de Bobadilla E-O - Justo Dorado-Ju·n XXIII;4477994;439389;30;-3,714781115;40,45039587;;
4585;PUNTOS DE MEDIDA URBANOS;33001;P∫ Castellana N-S - M-30 -Av, Monforte de  Lemos;4481067;441890;30;-3,685570456;40,47825739;;
4587;PUNTOS DE MEDIDA URBANOS;33003;Salida T˙neL Pio XII E-O - Mauricio Legendre-P∫ Castellana;4480895;441999;30;-3,68426885;40,47671556;;
4588;PUNTOS DE MEDIDA URBANOS;33004;Padre Fco, Palau y Quer O-E - Castellana - Mauricio Legendre;4480820;441978;30;-3,68450972;40,47603846;;
4590;PUNTOS DE MEDIDA URBANOS;33006;Salida T˙nel N-S(P∫ Castellana)a 90mts - Salida T˙nel N-S(P∫ Castellana)a 90mts;4480908;441861;30;-3,685897991;40,47682302;;
4591;PUNTOS DE MEDIDA URBANOS;33007;Salida T˙nel N-S(P∫ Castellana)a 50mts - Salida T˙nel N-S(P∫ Castellana)a 50mts;4480850;441848;30;-3,686046031;40,47629962;;
4592;PUNTOS DE MEDIDA URBANOS;33008;Av, Monforte  Lemos O-E - Av,Monforte de Lemos-Magnolias;4481027;441610;30;-3,688869932;40,47787741;;
4593;PUNTOS DE MEDIDA URBANOS;33009;Av,Monforte de Lemos E-O - P∫Castellana-Av,Monforte de Lemos;4480942;441810;30;-3,686502746;40,47712573;;
4595;PUNTOS DE MEDIDA URBANOS;33011;Sinesio Delgado O-E - Carlos III-Magnolias;4480856;441579;30;-3,689219884;40,47633479;;
5425;PUNTOS DE MEDIDA URBANOS;43014;Av,IlustraciÛn O-E - Av,Betanzos-Centro CÌvico;4481555;439840;30;-3,709800526;40,48250748;;
5426;PUNTOS DE MEDIDA URBANOS;43015;Av,IlustraciÛn O-E - Centro CÌvico-Ginzo de Limia;4481649;440196;30;-3,705609414;40,48337999;;
5429;PUNTOS DE MEDIDA URBANOS;43018;Av,IlustraciÛn E-O - Nudo Norte-Arzobispo Morcillo;4481977;440943;30;-3,696826965;40,48638821;;
5431;PUNTOS DE MEDIDA URBANOS;43020;Ginzo de Limia S-N - Av,Monforte de Lemos-Av,IlustraciÛn;4481498;440400;30;-3,703188457;40,48203439;;
5432;PUNTOS DE MEDIDA URBANOS;43021;Ginzo de Limia N-S - FermÌn Caballero-Av,IlustraciÛn;4481807;440292;30;-3,704491702;40,48481022;;
5433;PUNTOS DE MEDIDA URBANOS;43022;Arzobispo Morcillo S-N - Hospital-Av,IlustraciÛn;4481801;440888;30;-3,697459465;40,48479882;;
5424;PUNTOS DE MEDIDA URBANOS;43013;Av,IlustraciÛn E-O - Centro CÌvico-Av,Betanzos;4481567;439839;30;-3,709813463;40,48261551;;
5538;PUNTOS DE MEDIDA URBANOS;61025;P∫ de la Habana S-N - Jerez-Menendez Pidal;4479859;442511;30;-3,678135023;40,46741842;;
5543;PUNTOS DE MEDIDA URBANOS;61031;Av,Pio XII N-S - Macarena-Alfonso XII;4479409;442762;30;-3,675133853;40,46338195;;
5637;PUNTOS DE MEDIDA URBANOS;62022;Capit·n Haya S-N - Sor Angela de la Cruz-Francisco Gerv·s;4479214;441445;30;-3,690649085;40,46153354;;
5638;PUNTOS DE MEDIDA URBANOS;62023;Capit·n Haya S-N - Francisco Gervas-Rosario Pino;4479370;441455;30;-3,690545535;40,46293956;;
5645;PUNTOS DE MEDIDA URBANOS;62029;Sor Angela de la Cruz E-O - Pl,de Cuzco-Capit·n Haya;4479156;441519;30;-3,68977098;40,46101626;;
5639;PUNTOS DE MEDIDA URBANOS;62024;Capit·n Haya S-N - Jose Cast·n TobeÒas-Bravo Murillo;4479749;441486;30;-3,69021486;40,46635593;;
5641;PUNTOS DE MEDIDA URBANOS;62026;Pedro Teixeira O-E - Orense-Av,del Brasil;4478705;441267;30;-3,692701329;40,45693569;;
5642;PUNTOS DE MEDIDA URBANOS;62027;General Yag¸e E-O - P∫Castellana-Capitan Haya;4478831;441491;30;-3,690071253;40,45808655;;
5646;PUNTOS DE MEDIDA URBANOS;62030;Sor Angela de la Cruz O-E - Orense-Capit·n Haya;4479162;441325;30;-3,692059565;40,46105663;;
5643;PUNTOS DE MEDIDA URBANOS;62028;General Yag¸e O-E - Orense-Capit·n Haya;4478841;441320;30;-3,692088859;40,45816458;;
5673;PUNTOS DE MEDIDA URBANOS;62059;Sor Angela de la Cruz E-O - Orense-Iinfanta Mercedes;4479213;441173;30;-3,693856977;40,46150532;;
5679;PUNTOS DE MEDIDA URBANOS;62067;Francisco Gerv·s E-O - Orense-Infanta Mercedes;4479360;441242;30;-3,693056797;40,46283444;;
5682;PUNTOS DE MEDIDA URBANOS;62072;Lope de Haro E-O - Bravo Murillo-Ju·n Risco;4478977;440614;30;-3,700427764;40,45933957;;
5691;PUNTOS DE MEDIDA URBANOS;62081;Bravo Murillo N-S(Giro a Gral,Yag¸e) - Maria Zayas-Lope de Haro;4479038;440666;30;-3,699820196;40,4598928;;
5692;PUNTOS DE MEDIDA URBANOS;62082;Bravo Murillo S-N - Rosa Silva-OÒate;4479656;441075;30;-3,695053928;40,4654891;;
3426;PUNTOS DE MEDIDA URBANOS;63003;Bravo Murillo N-S - Castilla-San Raimundo;4478453;440487;30;-3,701876433;40,45461007;;
5706;PUNTOS DE MEDIDA URBANOS;63019;Castilla O-E - Goiri-Bravo Murillo;4478472;440422;30;-3,702644749;40,45477658;;
5741;PUNTOS DE MEDIDA URBANOS;63054;Raimundo Fdez,Villaverde O-E(Giro izdq) - Ponzano-Alonso Cano;4477760;440928;30;-3,696611323;40,44839869;;
3455;PUNTOS DE MEDIDA URBANOS;63057;Bravo Murillo S-N - Hernani-Palencia;4478050;440444;30;-3,702345724;40,4509766;;
5769;PUNTOS DE MEDIDA URBANOS;97012;Av,Ju·n Herrera O-E  - Paul Guinard -Gta,Cardenal Cisneros;4476991;438367;30;-3,726735248;40,44128532;;
7079;PUNTOS DE MEDIDA URBANOS;97054;Entrada  M-30 N-S  - M-30 - MÈndez √Ålvaro ;4471813;442729;30;-3,674838725;40,39495107;;
4279;PUNTOS DE MEDIDA URBANOS;97305;Bailen N-S(Giro Izqda, a Mayor)(P,M,6) - Bailen N-S(Giro Izqda, a Mayor)(P,M,6);4474301;439576;30;-3,712224891;40,41714136;;
4494;PUNTOS DE MEDIDA URBANOS;97405; Pte Franceses(Giro izqda a Ruperto ChapÌ) -  Pte Franceses(Giro izqda a Ruperto ChapÌ);4476416;437774;30;-3,733670656;40,43606134;;
5804;PUNTOS DE MEDIDA URBANOS;40024;Av, Pablo Neruda - Luis BuÒuel- Guillermo PingarrÛn;4471098;445321;30;-3,64423702;40,38868411;;
5847;PUNTOS DE MEDIDA URBANOS;41038;Av, Pablo Neruda - Luis BuÒuel-Av, Albufera;4471262;445419;30;-3,64309649;40,39016795;;
5848;PUNTOS DE MEDIDA URBANOS;41039;Av, Rafael Alberti - Av, Rafael Alberti-Av, Albufera;4471277;445810;30;-3,63849111;40,39032861;;
5832;PUNTOS DE MEDIDA URBANOS;41022;C/, Ntra, Sra, Perpetuo Socorro - Puerto del Monasterio-Av, Albufera;4471899;443938;30;-3,660601251;40,39580806;;
5833;PUNTOS DE MEDIDA URBANOS;41023;C/, Sierra del Cadi - Arroyo del Olivar-Av, Albufera;4471772;444044;30;-3,659341128;40,3946711;;
5834;PUNTOS DE MEDIDA URBANOS;41024;C/, Josefa Diaz - Enrique Velasdco- Av, Albufera;4471817;444227;30;-3,657188877;40,39508876;;
5842;PUNTOS DE MEDIDA URBANOS;41033;Av, Albufera - Fuengirola-Acceso M-40;4471003;446026;30;-3,635923032;40,38787426;;
5844;PUNTOS DE MEDIDA URBANOS;41035;Av, Albufera - Av, Albufera-M-40;4470926;446189;30;-3,633996169;40,38719114;;
5845;PUNTOS DE MEDIDA URBANOS;41036;Av, Albufera - Av, Albufera- M-40;4470758;446448;30;-3,630930708;40,38569438;;
3784;PUNTOS DE MEDIDA URBANOS;55042;Av, Machupichu - Av, Piceas-Av, Papa Negro;4478820;447210;30;-3,622622861;40,45837044;;
6260;PUNTOS DE MEDIDA URBANOS;55048;Av, Machupichu - Machaquito-Av, del Papa Negro;4478994;447088;30;-3,624076194;40,45993016;;
6020;PUNTOS DE MEDIDA URBANOS;46012;C/, Arturo Soria - Josefa Valc·rcel-Gregorio BenÌtez;4477903;444975;30;-3,64890215;40,44996464;;
6102;PUNTOS DE MEDIDA URBANOS;47043;C/, Mesena - Manuel Uribe-AÒastro;4479993;443882;30;-3,661975721;40,4687193;;
6131;PUNTOS DE MEDIDA URBANOS;52409;Acceso VÌa Servicio A-3 - El Bosco-A-3;4473064;444574;30;-3,653208903;40,40634564;;
6139;PUNTOS DE MEDIDA URBANOS;53008;C/, Francisco Villaespesa - Berastegui-Ezequiel Solana;4475840;445571;30;-3,641697285;40,43141925;;
6228;PUNTOS DE MEDIDA URBANOS;55008;Ctra, Canillas - Emigrantes-Torquemada;4479802;446038;30;-3,636528519;40,46714153;;
6243;PUNTOS DE MEDIDA URBANOS;55026;C/, Silvano - √Ångel Cavero-Moscatelar;4478820;445417;30;-3,643768855;40,4582546;;
6665;PUNTOS DE MEDIDA M-30;PM10662;PM10662;4475595;444079;30;-3,659264757;40,42911319;;
6217;PUNTOS DE MEDIDA URBANOS;67005;Av, Gran VÌa del Este  - San Cipriano-Rivas;4472821;449529;30;-3,594796882;40,40447167;;
3809;PUNTOS DE MEDIDA URBANOS;67007;C/, Hacienda Pavones - Luis de Hoyos SaÌnz-Valdebernardo;4472510;446555;30;-3,62981718;40,40148439;;
6666;PUNTOS DE MEDIDA M-30;PM10711;PM10711;4474983;444186;30;-3,657949663;40,42360715;;
6215;PUNTOS DE MEDIDA URBANOS;67003;C/, Rivas  - Boyer-Gran VÌa del Este;4472827;449708;30;-3,592687962;40,40453656;;
6216;PUNTOS DE MEDIDA URBANOS;67004;Ctra, Vic·lvaro a la Est, de O¬¥Donnell - Abad J, Catal·n-Villablanca;4472970;449692;30;-3,592887815;40,40582383;;
6526;PUNTOS DE MEDIDA URBANOS;71027;C/, Cronos - Pl, CrÛnos-Juli·n Camarillo;4476815;447558;30;-3,618353088;40,44033028;;
6523;PUNTOS DE MEDIDA URBANOS;71024;C/, Cronos - Miguel Yuste-San Romualdo;4476480;447392;30;-3,620282578;40,43730191;;
6524;PUNTOS DE MEDIDA URBANOS;71025;Av, Arcentales  - Gta, Arcentales-San Romualdo;4476665;447497;30;-3,619059915;40,43897514;;
6525;PUNTOS DE MEDIDA URBANOS;71026;C/, Cronos - San Romualdo-Juli·n Camarillo;4476615;447482;30;-3,619232636;40,43852376;;
4992;PUNTOS DE MEDIDA URBANOS;39046;(TACT)VILLABONA O-E(GUETARIA-RAF,YBARRA);4469166;439618;30;-3,711242972;40,37088581;;
6664;PUNTOS DE MEDIDA M-30;PM10661;PM10661;4475601;444095;30;-3,659076669;40,42916831;;
4759;PUNTOS DE MEDIDA URBANOS;24026;ALHAMBRA N-S(A,CALVO-GREG,VACAS);4472789;436910;30;-3,743496976;40,40332282;;
4809;PUNTOS DE MEDIDA URBANOS;26002;AV, ANDALUCIA N-S (TERTULIA-BOHEMIOS);4467995;441235;30;-3,692089667;40,36045233;;
4994;PUNTOS DE MEDIDA URBANOS;39048;EVANGELIOS O-E(VISITACION-PORTA COELI);4470724;440531;30;-3,700634839;40,38498675;;
4995;PUNTOS DE MEDIDA URBANOS;39049;PORTA COELI S-N(FCO RUIZ-EVANGELIOS);4470660;440576;30;-3,700098739;40,38441341;;
4996;PUNTOS DE MEDIDA URBANOS;39050;EVANGELIOS E-O(LOYOLA-PORTA COELI);4470729;440628;30;-3,699492579;40,38503871;;
4997;PUNTOS DE MEDIDA URBANOS;39051;EVANGELIOS O-E(PORTA COELI-LOYOLA);4470727;440637;30;-3,699386366;40,38502133;;
3630;PUNTOS DE MEDIDA URBANOS;39052;SANTUARIO S-N(CRIST VICTORIA-EVANGELIOS);4470678;440724;30;-3,698356887;40,38458611;;
3517;PUNTOS DE MEDIDA URBANOS;48005;ALMENDRALES S-N;4471189;440654;30;-3,699229134;40,38918448;;
4781;PUNTOS DE MEDIDA URBANOS;48008;R, YBARRA N-S(M, USERA-D, BARRANCO);4470766;439734;30;-3,710027999;40,38530783;;
5079;PUNTOS DE MEDIDA URBANOS;50016;AV, ABRANTES O-E(PORTALEGRE-BRAGANZA);4470897;438776;30;-3,72132649;40,3864181;;
5102;PUNTOS DE MEDIDA URBANOS;51005;OCA O-E(MU?OZ GRANDES-HALCON);4471322;437049;30;-3,741713996;40,39011798;;
5132;PUNTOS DE MEDIDA URBANOS;58001;AV,ABRANTES S-N(AV,POBLADOS-BESOLLA);4469877;437711;30;-3,733773388;40,37715052;;
5133;PUNTOS DE MEDIDA URBANOS;58002;AV,ABRANTES N-S(PL,VULCANO-BESOLLA);4469998;437817;30;-3,732536596;40,37824846;;
5134;PUNTOS DE MEDIDA URBANOS;58003;BESOLLA O-E(CALLE ANCIU-AV,ABRANTES);4469995;437705;30;-3,733855597;40,37821307;;
5182;PUNTOS DE MEDIDA URBANOS;81001;P?,ERMITA SANTO O-E(SEPULVEDA-MANZANARES;4473807;438756;30;-3,721842047;40,41263125;;
5252;PUNTOS DE MEDIDA URBANOS;84018;AGUACATE O-E(SECOYA-AV EURO);4469161;437049;30;-3,74150052;40,37065071;;
5253;PUNTOS DE MEDIDA URBANOS;84019;AGUACATE O-E(AV EURO-VIA LUSITANA);4469075;437140;30;-3,740420236;40,36988285;;
5254;PUNTOS DE MEDIDA URBANOS;84020;PINAR DE SAN JOSE N-S(JACOBEO-PESETA);4468677;435422;30;-3,760614372;40,36616618;;
5256;PUNTOS DE MEDIDA URBANOS;84021;PESETA E-O(C,ALTAMIRA-PINAR DE SAN JOSE);4468573;435411;30;-3,760733389;40,36522845;;
5275;PUNTOS DE MEDIDA URBANOS;85001;ENTRADA A CRUCE DESDE TUNEL CALLE 30 N-S;4472511;439227;30;-3,716167337;40,40099081;;
5290;PUNTOS DE MEDIDA URBANOS;85016;ANTONIO LOPEZ O-E;4472014;439910;30;-3,708072337;40,39656316;;
5292;PUNTOS DE MEDIDA URBANOS;85018; BALEARES S-N;4472223;439550;30;-3,712333941;40,39841988;;
5293;PUNTOS DE MEDIDA URBANOS;85019;ANTONIO LOPEZ E-O;4471891;440118;30;-3,705609972;40,39547009;;
5294;PUNTOS DE MEDIDA URBANOS;85020;SAN DELFIN N-S;4471977;440014;30;-3,706843453;40,39623734;;
5295;PUNTOS DE MEDIDA URBANOS;85021;MARQUES JURA REAL N-S;4471847;439977;30;-3,707267156;40,39506357;;
5322;PUNTOS DE MEDIDA URBANOS;86018;SALIDA B,A,CUATRO VIENTOS S-N;4470146;433590;30;-3,782343235;40,37925557;;
5317;PUNTOS DE MEDIDA URBANOS;86019;AVIACION O-E(MED,CAMPO-B,A,CUAT,VIENTOS);4470279;433545;30;-3,78288718;40,38045009;;
5326;PUNTOS DE MEDIDA URBANOS;86023;C,CRUCES N-S(JOSE JORDAN-JOAQUIN TURINA);4469580;435794;30;-3,75632417;40,37432953;;
5327;PUNTOS DE MEDIDA URBANOS;86024;JOAQUIN TURINA E-O(M,CELESTE-CNO,CRUCES);4469523;435835;30;-3,755835507;40,3738192;;
5349;PUNTOS DE MEDIDA URBANOS;87014;AV,ROSALES N-S (ORO-ZAFIRO);4466998;442683;30;-3,674947789;40,35157153;;
5356;PUNTOS DE MEDIDA URBANOS;87024; ORO O-E;4467105;442565;30;-3,67634686;40,35252733;;
7107;PUNTOS DE MEDIDA URBANOS;87025;SALIDA M-40 NORTE;4468358;441973;30;-3,683431675;40,36377414;;
7108;PUNTOS DE MEDIDA URBANOS;87026; SALIDA M-40 NORTE;4468311;442029;30;-3,68276789;40,36335463;;
9935;PUNTOS DE MEDIDA URBANOS;87027;RUTILO E-O(PERIANA-AV,ROSALES);4468804;441729;30;-3,686346022;40,36777495;;
5401;PUNTOS DE MEDIDA URBANOS;94020;V, TOBALINA N-S(MONTEJO-S,EZEQUIEL);4465346;439334;30;-3,7142248;40,33645253;;
6811;PUNTOS DE MEDIDA URBANOS;94023; SALIDA RENFE (ADIF);4466142;439753;30;-3,709367349;40,34365371;;
10014;PUNTOS DE MEDIDA URBANOS;94024;VALLE TOBALINA N-S (ACEBEDA-BASCU?UELOS);4465747;439343;30;-3,714156939;40,34006562;;
4918;PUNTOS DE MEDIDA URBANOS;98008;PROL,YEBENES S-N(SEPULVED-S,MANUEL);4472777;435644;30;-3,758413971;40,40311783;;
4920;PUNTOS DE MEDIDA URBANOS;98009; PROLONG, YEBENES ACCESO A-5;4472780;435657;30;-3,758261086;40,40314586;;
5127;PUNTOS DE MEDIDA URBANOS;96046;GUABAIRO N-S(NTR,SRA FATIMA-NTR,SRA LUZ);4470981;436772;30;-3,744943612;40,38702513;;
5106;PUNTOS DE MEDIDA URBANOS;96052;PINZON S-N (ALONDRA-OCA);4471319;437291;30;-3,738862584;40,39010921;;
3635;PUNTOS DE MEDIDA URBANOS;96300;MARCELO USERA CCTV;4470971;439273;30;-3,715478444;40,3871211;;
5028;PUNTOS DE MEDIDA URBANOS;98004;AV, PORTUGAL O-E;4474204;438190;30;-3,728551174;40,41616576;;
5164;PUNTOS DE MEDIDA URBANOS;98033;SANCHID,S-N(CINE-CT,CARAB-ARAVACA);4472252;434405;30;-3,772959829;40,39829176;;
3675;PUNTOS DE MEDIDA URBANOS;30009;AV, VALLADOLID; 65 N-S(LOECHES-DEPENDENCIA TRAFICO);4475926;438126;30;-3,729473044;40,43167349;
4322;PUNTOS DE MEDIDA URBANOS;30015;P: DEL REY N-S(IRUN-CUESTA SAN VICENTE);4474957;439188;30;-3,716860681;40,42302264;;
4497;PUNTOS DE MEDIDA URBANOS;31003;Francos Rodriguez E-O(Margaritas-Josi Calvo);4478891;440174;30;-3,705608863;40,45853328;;
3639;PUNTOS DE MEDIDA URBANOS;31048;OFELIA NIETO S-N(FRANCOS RODRIGUEZ-VILLAAMIL);4479336;439972;30;-3,708033237;40,46252745;;
4567;PUNTOS DE MEDIDA URBANOS;32031;MELCHOR FERNANDEZ ALMAGRO O-E(FERROL-GINZO DE LIMIA);4481097;440332;30;-3,703952959;40,47841715;;
3554;PUNTOS DE MEDIDA URBANOS;32302;GTA,PIEDRAFITA CEBRERO(DELANTE G,15)(P,M,5);4480454;439784;30;-3,710356651;40,47258522;;
9973;PUNTOS DE MEDIDA URBANOS;93039;LA CABRERA O-E;4480532;439447;30;-3,71433933;40,47326337;;
4878;PUNTOS DE MEDIDA URBANOS;36010;CNO, DEL BARRIAL N-S (A6-ANA TERESA);4479468;432995;30;-3,790334192;40,46318319;;
5884;PUNTOS DE MEDIDA URBANOS;42016;CALLE FERMIN CABALLERO; 76 O-E;4481630;439486;30;-3,713984063;40,48315739;
6580;PUNTOS DE MEDIDA URBANOS;75406;(TACTIC0)ORDU√ëA O-E GIRO;4482713;441661;30;-3,688423454;40,49306914;;
3787;PUNTOS DE MEDIDA URBANOS;75407;ISLA JAVA E-O;4482702;441982;30;-3,684634776;40,49299255;;
6581;PUNTOS DE MEDIDA URBANOS;75409;NTRA, SRA, VALVERDE N-S(CARRIL IZQUIERDO-ANTONIO CABEZON-AFUERAS VALVERDE);4483612;441955;30;-3,685036741;40,50118829;;
3723;PUNTOS DE MEDIDA URBANOS;75021;NTRA, SRA, VALVERDE N-S(M603-MONASTERIO ARLANZA);4484581;442049;30;-3,68401612;40,50992397;;
6578;PUNTOS DE MEDIDA URBANOS;75404;ISLA JARVI O-E;4482855;441897;30;-3,685651771;40,49436489;;
6579;PUNTOS DE MEDIDA URBANOS;75405;(TACTIC0)MANRESA E-O GIRO;4482742;441628;30;-3,688815512;40,49332807;;
6584;PUNTOS DE MEDIDA URBANOS;77401;  SALIDA CUARTEL ARTILLERIA;4485172;442571;30;-3,677908796;40,51528422;;
5019;PUNTOS DE MEDIDA URBANOS;95016;STA, URSULA S-N (DO√ëA URRACA-ANTONIO ZAMORA);4473978;438129;30;-3,729248141;40,41412532;;
5021;PUNTOS DE MEDIDA URBANOS;95017;P∫ EXTREMADURA E-O(FRUELA-GUADARRAMA);4474042;438103;30;-3,729560796;40,41469993;;
5022;PUNTOS DE MEDIDA URBANOS;95019;P∫ EXTREMADURA E-O(SISEBUTO-TURISIMUNDO);4473923;437849;30;-3,732542758;40,413609;;
4547;PUNTOS DE MEDIDA URBANOS;95007;CARAMUEL S-N(JUAN TORNERO-P∫ EXTREMADURA);4474057;438426;30;-3,725755437;40,41485902;;
5035;PUNTOS DE MEDIDA URBANOS;95013;FRUELA N-S;4474066;438113;30;-3,729445273;40,41491688;;
7009;PUNTOS DE MEDIDA URBANOS;95015;STA, URSULA S-N;4474027;438136;30;-3,729170407;40,41456726;;
4028;PUNTOS DE MEDIDA URBANOS;9012;Alcala E-O - Castello-NuÒez de Balboa;4475040;442268;30;-3,680563223;40,42398976;;
4029;PUNTOS DE MEDIDA URBANOS;9013;Alcala E-O - General PardiÒas - Principe Vergara;4475173;442506;30;-3,677769816;40,42520437;;
4030;PUNTOS DE MEDIDA URBANOS;9014;Dr, Gomez Ulla E-O - Ruiz Perello-Pl, Manuel Becerra;4475845;443441;30;-3,66680804;40,43132218;;
4031;PUNTOS DE MEDIDA URBANOS;9015;Alcala E-O - Cardenal Belluga-Pl, Manuel Becerra;4475818;443575;30;-3,665225938;40,43108805;;
4032;PUNTOS DE MEDIDA URBANOS;9016;Alcala O-E - Pl, Manuel Becerra-Rufino Blanco;4475764;443500;30;-3,666105299;40,4305965;;
4033;PUNTOS DE MEDIDA URBANOS;9017;Dr, Esquerdo S-N - Marques Zafra-Pl, Manuel Becerra;4475580;443414;30;-3,667102749;40,42893309;;
4027;PUNTOS DE MEDIDA URBANOS;9011;Alcala O-E - Velazquez-O¬¥Donnel;4474933;442135;30;-3,682121227;40,42301661;;
