idelem;tipo_elem;identif;nombre;north; east; zone; longitude; latitude;;
3990;PUNTOS DE MEDIDA URBANOS;6307; Principe Vergara N-S(Delante G, 10) - ;4476890;442514;30;-3,677830813;40,44067251;;
3991;PUNTOS DE MEDIDA URBANOS;6308; Principe Vergara S-N(Delante G, 8) - ;4476978;442539;30;-3,677544011;40,44146698;;
4099;PUNTOS DE MEDIDA URBANOS;11028;Embajadores S-N(Tunel a 130mts) - Bronce -Antracita;4471248;441463;30;-3,689703379;40,38977323;;
4118;PUNTOS DE MEDIDA URBANOS;12011;Juan Vera E-O - Batalla Belchite-P∫ Delicias;4472167;441259;30;-3,692191583;40,3980377;;
4119;PUNTOS DE MEDIDA URBANOS;12012;P∫ Delicias S-N - Alejandro Ferrant-Juan Vera;4472061;441158;30;-3,693371867;40,39707567;;
4437;PUNTOS DE MEDIDA URBANOS;21015;P∫ Castellana S-N - Pl,Gregorio MaraÒon-Pl,San Juan de la Cruz;4476927;441505;30;-3,689730763;40,44093545;;
4442;PUNTOS DE MEDIDA URBANOS;21020;JosÈ Abascal; 52 O-E - Zurbano-Migeul Angel;4476823;441352;30;-3,691525104;40,4399878;
4443;PUNTOS DE MEDIDA URBANOS;21021;Maria Molina E-O - Del Pinar-Alvarez de Baena;4476806;441693;30;-3,68750305;40,43985863;;
3407;PUNTOS DE MEDIDA URBANOS;21009;Santa Engracia; 26 S-N - Caracas-Pl, Chamberi;4476056;440981;30;-3,695828065;40,43305206;
4433;PUNTOS DE MEDIDA URBANOS;21010;JosÈ Abascal; 52 O-E - Alvarez de Castro-Santa Engracia;4476879;440569;30;-3,700762132;40,44043668;
7019;PUNTOS DE MEDIDA URBANOS;23015;Av,Filipinas14 E-O (Lateral dcho) - Jes˙s Maestro - Cea Berm˙dez;4477011;439785;30;-3,710018266;40,44156938;;
4606;PUNTOS DE MEDIDA URBANOS;33023;Av,Monforte de Lemos E-O (T˙nel a 80m) - P∫Castellana-Pedro Rico;4481132;441599;30;-3,689009368;40,47882252;;
3474;PUNTOS DE MEDIDA URBANOS;34008;LÛpez de Hoyos E-O - Marcenado-Eugenio Salazar;4477579;443050;30;-3,671572897;40,44691624;;
4627;PUNTOS DE MEDIDA URBANOS;34009;LÛpez de Hoyos; 133 O-E - Marcenado-Ramos CarriÛn;4477751;443264;30;-3,669064869;40,44848033;
4642;PUNTOS DE MEDIDA URBANOS;34030;Alfonso XIII; 35 N-S - RamÛn y Cajal-Luis Larrainza;4478315;443500;30;-3,666332178;40,45357719;
4669;PUNTOS DE MEDIDA URBANOS;35032;Azcona E-O - Villafranca-Camilo JosÈ Cela;4476546;443591;30;-3,665101934;40,43764734;;
4670;PUNTOS DE MEDIDA URBANOS;35033;Av,Brasilia S-N - Av,Bonn-Av,Badajoz;4476920;444046;30;-3,659770439;40,44104726;;
3418;PUNTOS DE MEDIDA URBANOS;90002;P∫ Pontones N-S - Sta,Casilda-P∫ Imperial;4473171;439425;30;-3,71389703;40,40695083;;
4688;PUNTOS DE MEDIDA URBANOS;90003;P∫ Imperial E-O - Gta,Piramides-Pl,Francisco Morano;4472981;439390;30;-3,714291391;40,40523667;;
9971;PUNTOS DE MEDIDA URBANOS;90024;P∫ Imperial S-N - Gil ImÛn -JemenuÒo;4473468;439261;30;-3,715858031;40,40961439;;
4690;PUNTOS DE MEDIDA URBANOS;90005;P∫ Pontones N-S - Paradinas-P∫ MelancÛlicos;4473071;439057;30;-3,718224137;40,40602312;;
4692;PUNTOS DE MEDIDA URBANOS;90007;Puente San Isidro O-E - M-30 -P∫ MelancÛlicos;4473033;438841;30;-3,720765893;40,40566496;;
4695;PUNTOS DE MEDIDA URBANOS;90010;Ronda de Segovia S-N - Gil ImÛn -Algeciras;4473721;439231;30;-3,716235742;40,41189134;;
9972;PUNTOS DE MEDIDA URBANOS;90025;Gil ImÛn E-O - Villoslada -P∫ Imperial;4473416;439346;30;-3,714851355;40,40915215;;
4701;PUNTOS DE MEDIDA URBANOS;90022;Toledo S-N - Dr,Vallejo N·jera-Santa Casilda;4473068;439631;30;-3,711459657;40,40603792;;
6982;PUNTOS DE MEDIDA URBANOS;97019;Av,Pablo Iglesiass N-S  - Ju·n XXIII - Almansa;4478162;439874;30;-3,70907787;40,45194451;;
5773;PUNTOS DE MEDIDA URBANOS;97022;Av,Reina Victoria E-O   - Gral, Ib·Òez √çbero - Estudiantes;4477804;439835;30;-3,709503853;40,44871668;;
5774;PUNTOS DE MEDIDA URBANOS;97024;Av,Moncloa O-E  - La Granja - Del Valle;4477754;439353;30;-3,715182709;40,44823123;;
5776;PUNTOS DE MEDIDA URBANOS;97026;Av,Reina Victoria O-E  - Guzm·n el Bueno-Gral, IbaÒez √çbero;4477752;439726;30;-3,710784221;40,44824034;;
3500;PUNTOS DE MEDIDA URBANOS;97034;Juan XXIII - N-S  - Ramiro Maetzu - Av, Moncloa;4477880;439269;30;-3,716185259;40,44936016;;
3412;PUNTOS DE MEDIDA URBANOS;97035;Av,Federico Rubio S-N  - Pablo Iglesias  - Almansa;4477988;440044;30;-3,707056742;40,45038932;;
5767;PUNTOS DE MEDIDA URBANOS;97010;Av,Arcos Victoria S-N - Reyes CatÛlicos - Av,Complutense;4476958;438595;30;-3,724043839;40,44100491;;
4483;PUNTOS DE MEDIDA URBANOS;97065;(AFOROSAv,Valladolid S-N - Loeches- Av, MarquÈs de Monistrol ;4476285;437909;30;-3,732066273;40,43489133;;
4487;PUNTOS DE MEDIDA URBANOS;97069;Pte Castilla O-E - Entrada Pte Franceses por Cra Castilla;4476437;437548;30;-3,736337146;40,43623357;;
4488;PUNTOS DE MEDIDA URBANOS;97070;M·rques de Monistrol O-E - Entrada Pte Franceses por M-30;4476410;437618;30;-3,735509229;40,4359956;;
4702;PUNTOS DE MEDIDA URBANOS;97072;P∫,Imperial N-S - Pl,Fco,Morano-Gta,Pir·mides;4472834;439423;30;-3,713888523;40,40391483;;
3516;PUNTOS DE MEDIDA URBANOS;97078;Salida Calle 30 E-O - (Tronco M-30 -Gta,Pir·mides)a 280mts;4472495;439762;30;-3,709861683;40,40088555;;
4704;PUNTOS DE MEDIDA URBANOS;97079;Salida calle30 E-O - MarquÈs de Vadillo-Gta,Pir·mides a 280mts;4472506;439758;30;-3,709909858;40,40098435;;
4127;PUNTOS DE MEDIDA URBANOS;97410;(TACTICA)MÈndez √Ålvaro S-N - (Comercio-Bustamante);4472625;441934;30;-3,68427984;40,40221095;;
5835;PUNTOS DE MEDIDA URBANOS;41025;C/, Payaso FofÛ - Arroyo del Olivar-Av, Albufera;4471721;444159;30;-3,657981672;40,39421938;;
5837;PUNTOS DE MEDIDA URBANOS;41027;Av, Buenos Aires - Sierra Salvada-Av, Albufera;4471515;444662;30;-3,652037223;40,39239718;;
5838;PUNTOS DE MEDIDA URBANOS;41029;Av, Albufera - Av, Pablo Neruda-Santiago AliÛ;4471393;445364;30;-3,643755722;40,39134447;;
5839;PUNTOS DE MEDIDA URBANOS;41030;Av, Albufera - San Claudio-Av, Pablo Neruda;4471258;445613;30;-3,640810494;40,3901446;;
5840;PUNTOS DE MEDIDA URBANOS;41031;Av, Albufera - Av, Pablo Neruda-San Claudio;4471224;445646;30;-3,640418795;40,38984046;;
6945;PUNTOS DE MEDIDA URBANOS;41032;Av, Albufera - Fuengirola-Rafael Alberti;4471124;445838;30;-3,638148211;40,38895211;;
5867;PUNTOS DE MEDIDA URBANOS;41406;C/, RamÛn PÈrez de Ayala  - RamÛn PÈrez de Ayala-El Bosco;4472778;444793;30;-3,650603285;40,40378374;;
5868;PUNTOS DE MEDIDA URBANOS;41407;C/, Sierra de Cameros - PeÒa Gorbea-Av, Albufera;4472097;443702;30;-3,663399465;40,39757584;;
5869;PUNTOS DE MEDIDA URBANOS;41408;C/, Puerto Pajares - PeÒa Gorbea-Av, Albufera;4472069;443739;30;-3,662961021;40,3973261;;
9840;PUNTOS DE MEDIDA URBANOS;41056;Av, Albufera - Pedro Callejo-Pedro Laborde;4471534;445124;30;-3,646595532;40,39259891;;
6947;PUNTOS DE MEDIDA URBANOS;41057;Av, Albufera - Santiago Alio-Pedro Laborde;4471439;445358;30;-3,64383036;40,39175848;;
3645;PUNTOS DE MEDIDA URBANOS;44023;C/, Alcal·  - Concejal Juilo GÛmez-Hermanos Machado;4476221;445005;30;-3,648402775;40,43481427;;
3775;PUNTOS DE MEDIDA URBANOS;44025;C/, Alcal·  - Boldano-Arturo Soria;4476711;445890;30;-3,638010781;40,43928652;;
3776;PUNTOS DE MEDIDA URBANOS;44026;C/, Alcal· - Vicente Espinel-V·zquez de Mella;4476609;445739;30;-3,639782405;40,43835781;;
3756;PUNTOS DE MEDIDA URBANOS;44027;C/, Alcal· - San Romualdo-Miguel Yuste;4477161;447133;30;-3,623392853;40,44342033;;
5928;PUNTOS DE MEDIDA URBANOS;44030;Av, Daroca  - Virgen de la AlegrÌa-Ricardo Ortega;4476014;444255;30;-3,657226731;40,43289958;;
5929;PUNTOS DE MEDIDA URBANOS;44031;C/, J,M¬™, Fern·ndez Lanseros  - Av, Daroca-Alcal·;4476000;444347;30;-3,656140903;40,43277962;;
3644;PUNTOS DE MEDIDA URBANOS;44022;C/, Alcal· - Mateo GarcÌa-San Gumersindo;4476189;444863;30;-3,650074107;40,4345166;;
5957;PUNTOS DE MEDIDA URBANOS;45011;C/, Hermanos GarcÌa Noblejas - Pobladura del Valle-Av, Arcentales;4475128;446896;30;-3,626017457;40,42509077;;
5958;PUNTOS DE MEDIDA URBANOS;45012;C/, Hermanos GarcÌa Noblejas - Fco, Largo Caballero-Pobladura del Valle;4475061;446912;30;-3,625823257;40,42448822;;
6000;PUNTOS DE MEDIDA URBANOS;45407;C/, Hermanos GarcÌa Noblejas - Esculano-Castillo de UclÈs;4475440;446722;30;-3,628094688;40,42789033;;
6001;PUNTOS DE MEDIDA URBANOS;45408;C/, Gandhi - JosÈ Arcones Gil-Hermanos GarcÌa Noblejas;4475442;446680;30;-3,628589966;40,42790566;;
6002;PUNTOS DE MEDIDA URBANOS;45409;C/, Castillo de UclÈs - Castillo de Oropesa-Hermanos GarcÌa Noblejas;4475471;446732;30;-3,627979402;40,42817024;;
6003;PUNTOS DE MEDIDA URBANOS;45410;C/, Paredes de Nava - Idioma Esperanto-Hermanos GarcÌa Noblejas;4474804;447027;30;-3,624446256;40,42218034;;
6004;PUNTOS DE MEDIDA URBANOS;45411;C/, Hermanos GarcÌa Noblejas - Versalles-Aquitania;4474422;447275;30;-3,621491323;40,4187548;;
6012;PUNTOS DE MEDIDA URBANOS;46004;C/, Arturo Soria - Navarro Amandi-LÛpez de Hoyos;4479187;444128;30;-3,659003084;40,46147505;;
6013;PUNTOS DE MEDIDA URBANOS;46005;C/, Arturo Soria - Santo √Ångel-LÛpez de Hoyos;4479078;444238;30;-3,657696153;40,46050051;;
6014;PUNTOS DE MEDIDA URBANOS;46006;C/, Arturo Soria - LÛpez de Hoyos-Santo √Ångel;4479004;444277;30;-3,657229692;40,4598365;;
6010;PUNTOS DE MEDIDA URBANOS;46002;C/, Arturo Soria - Emeterio CastaÒos-Allende Salazar;4479390;443863;30;-3,662146484;40,46328591;;
6011;PUNTOS DE MEDIDA URBANOS;46003;C/, Arturo Soria - Emilio Rubin-Pablo Vidal;4479289;443974;30;-3,660828385;40,46238355;;
6036;PUNTOS DE MEDIDA URBANOS;46029;C/, LÛpez de Hoyos - LÛpez de Hoyos-Ctra, Canillas;4479704;444424;30;-3,655557298;40,46615229;;
6040;PUNTOS DE MEDIDA URBANOS;46034;C/, Torrelaguna  - Sorzano-Acceso M30;4478234;444188;30;-3,658211648;40,45289399;;
6072;PUNTOS DE MEDIDA URBANOS;47011;Cta, Sagrado CorazÛn  - Sta, MarÌa Magdalena-Arturo Soria;4479991;443523;30;-3,666210086;40,46867696;;
6073;PUNTOS DE MEDIDA URBANOS;47012;C/, Ramonet - Mesena-Arturo Soria;4480241;443675;30;-3,664439385;40,47093939;;
6070;PUNTOS DE MEDIDA URBANOS;47009;C/, Arturo Soria  - Cultura-Dalia;4481364;443477;30;-3,666875034;40,48104243;;
3831;PUNTOS DE MEDIDA URBANOS;47037;C/, Dalia  - Arturo Soria-Dalia;4481442;443563;30;-3,665867389;40,48175094;;
6099;PUNTOS DE MEDIDA URBANOS;47039;C/, Bacares - Cuevas de Almanzora-Golfo de SalÛnica;4481237;443791;30;-3,663159347;40,47991967;;
6107;PUNTOS DE MEDIDA URBANOS;47404;C/, Alonso Saavedra - Mesena-Arturo Soria;4480332;443610;30;-3,665214199;40,47175475;;
3430;PUNTOS DE MEDIDA URBANOS;47405;C/, Manuel Uribe - Mesena-Arturo Soria;4479716;443741;30;-3,663614309;40,46621442;;
3777;PUNTOS DE MEDIDA URBANOS;47406;C/, AÒastro  - Burgo de Osma-Mesena;4480082;443877;30;-3,662042571;40,46952072;;
6108;PUNTOS DE MEDIDA URBANOS;47407;C/, Golfo de SalÛnica  - Espliego-San Luis;4480900;443700;30;-3,664202986;40,47687766;;
6109;PUNTOS DE MEDIDA URBANOS;47408;C/, Mesena  - Eladio LÛpez Vilches-Av, San Luis;4480849;443711;30;-3,664068694;40,47641897;;
6149;PUNTOS DE MEDIDA URBANOS;53019;Av, MarquÈs de Corbera  - Santa Prisca-Av, Daroca;4475625;445014;30;-3,648245109;40,42944577;;
6150;PUNTOS DE MEDIDA URBANOS;53020;C/, Ascao - Emilio Ferrari-Luis RuÌz;4475955;445864;30;-3,638252925;40,43247435;;
6151;PUNTOS DE MEDIDA URBANOS;53021;C/, JosÈ Luis Arrese  - JosÈ Luis Arrese- MarÌa Teresa S·enz de Heredia;4474959;444540;30;-3,653774786;40,42341461;;
6158;PUNTOS DE MEDIDA URBANOS;53028;Av, Daroca - Av, Francisco Largo Caballero-Lago Constanza;4475463;445410;30;-3,643562925;40,42801247;;
6187;PUNTOS DE MEDIDA URBANOS;53409;C/, Francisco Villaespesa - Ezequiel Solana-Ber·stegui;4475835;445595;30;-3,641413923;40,43137577;;
6213;PUNTOS DE MEDIDA URBANOS;54026;C/, Calahorra  - Calahorra-P∫ Artilleros;4473392;448292;30;-3,609420455;40,40953971;;
6256;PUNTOS DE MEDIDA URBANOS;55044;Ctra, Canillas - Matapozuelos-Pegaso;4479546;445012;30;-3,648608164;40,46476807;;
6280;PUNTOS DE MEDIDA URBANOS;55410;Gta, Yucat·n - Salida a A-2-Puente Felipe Juvara;4478184;446972;30;-3,62537663;40,45262584;;
6281;PUNTOS DE MEDIDA URBANOS;55411;C/, Abelias - Abelias-Av, de los Andes;4478453;447095;30;-3,623948548;40,45505698;;
6282;PUNTOS DE MEDIDA URBANOS;55412;C/, Jarilla - Av, Piceas-Av, de los Andes;4478514;447067;30;-3,62428384;40,45560472;;
6283;PUNTOS DE MEDIDA URBANOS;55413;Av, de los Andes - Av, de los Andes-Boj;4478747;447586;30;-3,61818241;40,45773661;;
6321;PUNTOS DE MEDIDA URBANOS;56041;C/, Gregorio S·nchez Herr·ez - Barichara-Santa Virgilia;4481018;445969;30;-3,637445967;40,47809139;;
6342;PUNTOS DE MEDIDA URBANOS;57011;Av, LogroÒo - TimÛn-Pajarones;4480814;450751;30;-3,581016017;40,476551;;
6362;PUNTOS DE MEDIDA URBANOS;59008;C/, Alcalde LÛpez Casero - Alcal·-Virgen de Lluc;4476324;444489;30;-3,654495148;40,43570787;;
6501;PUNTOS DE MEDIDA URBANOS;66019;Pitagoras N-S - Iliada-Pl, Grecia;4476571;448636;30;-3,605623151;40,43819946;;
3808;PUNTOS DE MEDIDA URBANOS;67006;C/, Hacienda Pavones - Intercambiador-Valdebernardo;4472570;446353;30;-3,632202548;40,40201192;;
6113;PUNTOS DE MEDIDA URBANOS;67008;Camino Vinateros  - Manuel Machado-Diego de Valderr·bano;4473751;444178;30;-3,657935837;40,41250807;;
6116;PUNTOS DE MEDIDA URBANOS;67011;Camino Vinateros  - Av, Moratalaz-Marroquina;4473493;445275;30;-3,64498484;40,4102567;;
6457;PUNTOS DE MEDIDA URBANOS;67019;Acceso O`Donnell  - Acceso a Arroyo Media Legua desde O¬¥Donnell;4474133;444852;30;-3,650025462;40,41599427;;
6534;PUNTOS DE MEDIDA URBANOS;71035;C/, San Mariano - San Mariano-Alcal·;4477518;448051;30;-3,612597844;40,44669426;;
6535;PUNTOS DE MEDIDA URBANOS;71036;C/, GutiÈrrez Canales - GutiÈrrez Canales-Alcal·;4477805;448082;30;-3,612255765;40,44928166;;
4837;PUNTOS DE MEDIDA URBANOS;26030;AV,ROSALES E-O(ANTEQUERA-ANDALUCIA);4469049;441328;30;-3,691091428;40,36995392;;
4838;PUNTOS DE MEDIDA URBANOS;26031;(TACTICA)SALIDA INTERCAMBIADOR AUTOBUSES;4467041;441321;30;-3,690989154;40,35186419;;
4839;PUNTOS DE MEDIDA URBANOS;27001;ALCOCER SE-NO(LAG,SANTI-EDUAR BARREIROS);4467065;440382;30;-3,702048044;40,35201381;;
4840;PUNTOS DE MEDIDA URBANOS;27002;S,JENARO SE-NO(ARROYO BUENO-ALCOCER);4466961;440287;30;-3,703156931;40,35107013;;
4842;PUNTOS DE MEDIDA URBANOS;27006;REAL DE PINTO SO-NE(SALSIPUEDES-MARISC);4466485;440088;30;-3,705455428;40,34676778;;
6825;PUNTOS DE MEDIDA URBANOS;27007;REAL PINTO N-S(OXIGENO-MARTIN AREVALO);4466700;440121;30;-3,705087055;40,34870699;;
5151;PUNTOS DE MEDIDA URBANOS;80004;POBLADOS N-S(SEBASTIAN ALVARO-MELILOTO);4471672;434884;30;-3,767256548;40,39310449;;
9944;PUNTOS DE MEDIDA URBANOS;87030;AV, ROSALES N-S (SILVINA-SILVINA);4468844;441601;30;-3,687857233;40,36812633;;
9989;PUNTOS DE MEDIDA URBANOS;87033;AV, ROSALES S-N;4467753;442261;30;-3,679985125;40,35834392;;
3403;PUNTOS DE MEDIDA URBANOS;98019;SESE?A GIRO O-N(ILLESCAS-ACCESO NV);4472415;435292;30;-3,762525029;40,39982952;;
4521;PUNTOS DE MEDIDA URBANOS;31036;PABLO IGLESIAS S-N(ALMANSA-DR, FEDERICO RUBIO Y GALI);4478312;439808;30;-3,709870384;40,45329099;;
4523;PUNTOS DE MEDIDA URBANOS;31038;DR,FEDERICO RUBIO Y GALI O-E(P,IGLESIAS-JERSNIMA LLORENTE);4478422;439871;30;-3,70913787;40,45428648;;
4503;PUNTOS DE MEDIDA URBANOS;31010;STO, ANGEL DE LA GUARDA N-S(SANCHEZ PRECIADO-FRANCOS RDGUEZ);4479150;439681;30;-3,711447668;40,46083082;;
4506;PUNTOS DE MEDIDA URBANOS;31013;FRANCOS RODRIGUEZ E-O(POLICIA-COLEGIO PALOMA);4479086;439499;30;-3,713588054;40,46024105;;
3472;PUNTOS DE MEDIDA URBANOS;31021;ANTONIO MACHADO S-N;4479413;439165;30;-3,717558519;40,4631624;;
4512;PUNTOS DE MEDIDA URBANOS;31023;Antonio Machado N-S(Sinesio Delgado-Isla de Oza);4479671;439052;30;-3,718916053;40,46547828;;
4513;PUNTOS DE MEDIDA URBANOS;31024;PABLO IGLESIAS N-S(MOGUER-ALMIRANTE FCO, MORENO);4478775;439663;30;-3,711624311;40,45745137;;
4514;PUNTOS DE MEDIDA URBANOS;31025;PABLO IGLESIAS S-N(ALMIRANTE FCO, MORENO-LEQEROS);4478819;439696;30;-3,711239312;40,45785013;;
4533;PUNTOS DE MEDIDA URBANOS;31055;CAMINO CHORRILLO N-S (GTA, PIEDRAFITA CEBREROS-VILLAAMIL);4480005;439856;30;-3,709464774;40,46854567;;
3708;PUNTOS DE MEDIDA URBANOS;31066; PIRINEOS S-N (M* AUXILIADORA -FRANCOS RODRIGUEZ);4479096;439404;30;-3,714709418;40,46032421;;
4551;PUNTOS DE MEDIDA URBANOS;32009;AV, BETANZOS N-S(CHANTADA-MELCHOR FERNANDEZ ALMAGRO);4480812;439796;30;-3,710249081;40,47581108;;
4552;PUNTOS DE MEDIDA URBANOS;32010;AV, BETANZOS N-S(MELCHOR FERNANDEZ ALMAGRO-CHANTADA);4480820;439790;30;-3,71032062;40,47588271;;
4553;PUNTOS DE MEDIDA URBANOS;32011;MELCHOR FERNANDEZ ALMAGRO E-O(FERROL-AV, BETANZOS);4480994;439950;30;-3,708449651;40,47746176;;
4563;PUNTOS DE MEDIDA URBANOS;32026; SINESIO DELGADO O-E(RIBADAVIA-AV, ASTURIAS);4480673;440505;30;-3,701872303;40,47461001;;
4564;PUNTOS DE MEDIDA URBANOS;32027;GINZO DE LIMIA N-S(MELCHOR FERNANDEZ ALMAGRO-FERROL);4481003;440517;30;-3,701761699;40,47758364;;
3596;PUNTOS DE MEDIDA URBANOS;32028;GINZO DE LIMIA S-N(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO);4481054;440521;30;-3,701719295;40,47804335;;
4458;PUNTOS DE MEDIDA URBANOS;22005;Rios Rosas; 57 E-O - AgustÌn de Bethancourt-Modesto Lafuente;4477221;441153;30;-3,693908239;40,4435591;
7083;PUNTOS DE MEDIDA URBANOS;97409;(TACTICA)MÈndez √Ålvaro E-O(Giro a Estrella Naos) - Sabal - Estrella Naos;4472299;442210;30;-3,680997937;40,39929337;;
5801;PUNTOS DE MEDIDA URBANOS;40021;C/, Arroyo del Olivar - Ntra, Sra, Perpetuo Socorro-Sierra del Cadi;4471745;443892;30;-3,661129684;40,39441764;;
3594;PUNTOS DE MEDIDA URBANOS;44017;C/, Alcal·  - Arturo Soria-AlbarracÌn;4476796;446107;30;-3,635459494;40,44006634;;
5989;PUNTOS DE MEDIDA URBANOS;45044;C/, Gandhi - Luis RuÌz-JosÈ Arcones Gil;4475308;446429;30;-3,631537545;40,42668238;;
5994;PUNTOS DE MEDIDA URBANOS;45401;C/, Argos - AlbarracÌn-Hermanos GarcÌa Noblejas;4476580;446130;30;-3,63517;40,43812198;;
5995;PUNTOS DE MEDIDA URBANOS;45402;C/, Dr, Cirajas - JosÈ Arcones Gil-Hermanos GarcÌa Noblejas;4476510;446098;30;-3,635541346;40,43748931;;
5996;PUNTOS DE MEDIDA URBANOS;45403;C/, Miguel Fleta - AlbarracÌn-Hermanos GarcÌa Noblejas;4476016;446436;30;-3,631514688;40,43306091;;
5997;PUNTOS DE MEDIDA URBANOS;45404;C/, Santo Domingo Savio - JosÈ Arcones Gil-Hermanos GarcÌa Noblejas;4475984;446385;30;-3,632113239;40,43276935;;
5998;PUNTOS DE MEDIDA URBANOS;45405;C/, Castillo de ArÈvalo - Llanes-Hermanos GarcÌa Noblejas;4475651;446638;30;-3,62910262;40,42978576;;
6023;PUNTOS DE MEDIDA URBANOS;46015;C/, Arturo Soria   - Amara-Juan PÈrez ZuÒiga;4477643;445198;30;-3,646250065;40,44763716;;
6186;PUNTOS DE MEDIDA URBANOS;53408;C/, Francisco Villaespesa - Berastegui-Ezequiel Solana;4475826;445507;30;-3,642450576;40,43128894;;
6923;PUNTOS DE MEDIDA URBANOS;54025;San Cipriano  - Efigencia-CaÒos San Pedro;4472962;449087;30;-3,600016828;40,40571498;;
3785;PUNTOS DE MEDIDA URBANOS;55043;Av, Machupichu - Av, Papa Negro-Machaquito;4478945;447136;30;-3,623506003;40,4594918;;
6278;PUNTOS DE MEDIDA URBANOS;55408;C/, Sotillo - Sotillo-Av, MadroÒos;4478911;446084;30;-3,635910242;40,45911792;;
6279;PUNTOS DE MEDIDA URBANOS;55409;Av, Machupichu - Av, Piceas-Av, Papa Negro;4478896;447166;30;-3,623148109;40,45905229;;
6320;PUNTOS DE MEDIDA URBANOS;56040;C/, Gregorio S·nchez Herr·ez - VÌa de los Poblados-M40;4481126;446073;30;-3,636228254;40,47907106;;
3485;PUNTOS DE MEDIDA URBANOS;43009; AV,MONFORTE DE LEMOS E-O(COLEG,PRINCIPE-FINISTERRE);4481473;440637;30;-3,700390079;40,48182616;;
3536;PUNTOS DE MEDIDA M-30;PM30471;PM30471;4477198;444242;30;-3,657483888;40,4435648;;
5233;PUNTOS DE MEDIDA URBANOS;83004;Ctra, Vicalvaro a Vallecas - Bruno Abundez-Av, Democracia;4470686;446887;30;-3,625752857;40,38507386;;
9836;PUNTOS DE MEDIDA URBANOS;83401;C/, Bruno Abundez - Bruno Abundez-Ctra, Vicalvaro a Vallecas;4470665;446828;30;-3,626446176;40,38488091;;
5202;PUNTOS DE MEDIDA URBANOS;82411;C/, Sierra Gador - Manuel Velez-Sierra Vieja;4470321;447320;30;-3,620621557;40,38181318;;
5205;PUNTOS DE MEDIDA URBANOS;82412;C/, Real Arganda - Serrania Ronda-Jesus del Pino;4470291;447400;30;-3,619676655;40,38154798;;
5209;PUNTOS DE MEDIDA URBANOS;82413;C/, Real de Arganda - Puerto Reinosa-Torcal;4470269;447723;30;-3,61586982;40,38137011;;
3772;PUNTOS DE MEDIDA URBANOS;82414;C/, Sierra Torcal - Monte Montjuich-Real Arganda;4470281;447710;30;-3,616023948;40,3814774;;
4843;PUNTOS DE MEDIDA URBANOS;27020;DOM,PARR,SE-NO(J,VEDRUNA-P? FERROV);4466275;439159;30;-3,716373454;40,34480875;;
7001;PUNTOS DE MEDIDA URBANOS;27027;P? FERROV N-S(JOSE PINO-DOMINGO PARRAGA);4466387;439185;30;-3,716078009;40,3458196;;
4845;PUNTOS DE MEDIDA URBANOS;27028;ALB,PALAC E-O(TORREDEGRILLOS-P? FERROV);4466310;439215;30;-3,715717462;40,34512813;;
4849;PUNTOS DE MEDIDA URBANOS;27032;EDU BARREIROS NO-SE(LAG RODRIGO-ALCOCER);4467145;440238;30;-3,703751126;40,3527242;;
4851;PUNTOS DE MEDIDA URBANOS;27034;VILLALONSO NE-SO(E,BARR-CT,CCHEL-VILLAV);4467060;440198;30;-3,704214162;40,3519556;;
4853;PUNTOS DE MEDIDA URBANOS;27036; P?TALLERES E-O(ARROYOBUENO-S,JENA);4466781;440456;30;-3,701150201;40,34946066;;
4925;PUNTOS DE MEDIDA URBANOS;38004; ALISEDA N-S(PL,NAVARROS-POBLADOS;4469702;437098;30;-3,740976776;40,37552799;;
4942;PUNTOS DE MEDIDA URBANOS;38023;LATERAL C,TOLEDO N-S(F,LADREDA-POBLADOS);4469824;439004;30;-3,718537738;40,3767687;;
4944;PUNTOS DE MEDIDA URBANOS;38025;LATERAL CTRA, TOLEDO S-N(M40-POBLADOS);4469571;439014;30;-3,718395739;40,37449028;;
4937;PUNTOS DE MEDIDA URBANOS;38018;N,S,FATIMA O-E(PINGUINO-EUG,MONTIJO;4470189;436555;30;-3,747421206;40,37987395;;
4938;PUNTOS DE MEDIDA URBANOS;38019;GUAYABA S-N(AGUACATE-A,R,SACRISTAN);4469575;436675;30;-3,745946642;40,37435189;;
4939;PUNTOS DE MEDIDA URBANOS;38020;AV, EURO S-N(ENRIQUE ORO-AV, POBLADOS);4469580;437415;30;-3,737230876;40,37445282;;
4940;PUNTOS DE MEDIDA URBANOS;38021;ILDEFONSO G,V,S-N(HALCON,REY-POBLAD;4469660;438836;30;-3,720500905;40,375279;;
9833;PUNTOS DE MEDIDA URBANOS;80301;POBLADOS O-E (GIRO A GRAL FANJUL);4471029;435434;30;-3,760711306;40,38735491;;
5186;PUNTOS DE MEDIDA URBANOS;81006;ERMITA STO,E-O(QUINCE MAYO-VIA CARPETANA;4472537;438008;30;-3,730533836;40,40113517;;
5189;PUNTOS DE MEDIDA URBANOS;81009;AV,MANZANARES N-S(PTE SEGOVIA-M30);4473871;438749;30;-3,721930706;40,41320728;;
6789;PUNTOS DE MEDIDA M-30;PM40461;PM40461;4477671;444401;30;-3,655650522;40,44783647;;
6790;PUNTOS DE MEDIDA M-30;PM40751;PM40751;4474537;444552;30;-3,653596541;40,4196138;;
